,>35,EdLevel,Employment,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,ComputerSkills,Employed,Gender_Man,Gender_NonBinary,Gender_Woman
16875,0,1,1,1,27,20,Sweden,63816.0,10,1,1,0,0
16876,1,2,1,1,11,9,India,67016.0,9,0,1,0,0
16877,1,2,1,1,18,12,India,20244.0,19,1,1,0,0
16878,0,3,1,1,26,18,Czech Republic,25980.0,17,1,1,0,0
16879,0,3,1,1,30,18,Denmark,104208.0,20,1,1,0,0
16880,1,3,1,0,10,3,Germany,64859.0,6,0,1,0,0
16881,1,2,1,1,6,0,United States of America,58000.0,13,1,1,0,0
16882,1,1,1,1,6,4,South Africa,16012.0,5,0,0,0,1
16883,0,1,1,1,12,10,Poland,54672.0,18,0,1,0,0
16884,1,2,1,1,6,0,Germany,43980.0,12,1,1,0,0
16885,1,2,0,1,15,14,United Kingdom of Great Britain and Northern Ireland,64630.0,19,1,1,0,0
16886,0,1,1,1,13,11,Denmark,72944.0,13,1,0,1,0
16887,1,2,1,1,13,10,Brazil,38484.0,14,1,1,0,0
16888,0,3,0,1,16,15,United Kingdom of Great Britain and Northern Ireland,131844.0,25,1,1,0,0
16889,1,1,1,1,8,4,United States of America,36000.0,3,0,1,0,0
16890,1,1,1,1,14,8,Poland,54672.0,21,1,1,0,0
16891,1,3,1,1,12,7,India,27923.0,13,1,1,0,0
16892,0,2,1,1,38,36,Australia,98210.0,16,1,1,0,0
16893,1,3,0,1,5,4,Germany,194580.0,9,0,1,0,0
16894,1,1,1,1,5,4,Hungary,23088.0,10,0,0,0,1
16895,1,2,1,1,4,2,Nigeria,7896.0,4,0,1,0,0
16896,0,4,1,1,50,39,Switzerland,12198.0,19,1,1,0,0
16897,0,2,1,1,30,19,Australia,86853.0,8,0,1,0,0
16898,0,2,1,1,44,33,United States of America,190000.0,16,1,1,0,0
16899,1,0,1,0,10,3,Austria,52428.0,9,1,1,0,0
16900,1,2,1,1,9,5,Brazil,8244.0,4,0,1,0,0
16901,1,2,1,1,8,6,Turkey,19728.0,23,1,1,0,0
16902,1,2,1,1,18,5,Portugal,16647.0,13,0,1,0,0
16903,1,3,1,1,8,5,Germany,43239.0,6,0,1,0,0
16904,1,2,1,1,17,10,Romania,67848.0,29,1,1,0,0
16905,1,2,1,1,12,3,Germany,54049.0,10,0,1,0,0
16906,1,3,1,1,7,2,Germany,32424.0,19,1,1,0,0
16907,1,0,1,1,11,9,Czech Republic,49368.0,15,0,1,0,0
16908,1,1,0,1,6,0,Bulgaria,3312.0,16,1,1,0,0
16909,0,4,1,0,29,15,Netherlands,64859.0,9,0,1,0,0
16910,1,2,1,1,6,4,India,12566.0,15,1,1,0,0
16911,1,3,1,1,9,3,Brazil,9624.0,17,1,1,0,0
16912,1,1,1,1,5,2,Spain,21620.0,12,1,1,0,0
16913,1,2,1,1,5,3,Hungary,14712.0,4,0,1,0,0
16914,1,3,1,1,11,1,Greece,12972.0,16,1,1,0,0
16915,1,0,1,1,8,3,Germany,38915.0,11,1,1,0,0
16916,0,3,1,1,21,15,Turkey,13812.0,12,1,1,0,0
16917,0,4,1,1,25,15,Italy,37834.0,5,0,1,0,0
16918,0,1,1,1,20,20,Argentina,15576.0,11,1,1,0,0
16919,1,3,1,1,16,7,United Kingdom of Great Britain and Northern Ireland,55582.0,19,0,1,0,0
16920,1,3,1,1,18,10,Spain,44861.0,10,0,1,0,0
16921,1,2,1,1,10,8,Turkey,16450.0,22,1,1,0,0
16922,0,2,1,1,22,18,Australia,87521.0,11,1,1,0,0
16923,1,2,1,1,12,7,Argentina,48000.0,17,0,0,0,1
16924,1,2,1,1,11,7,United States of America,160000.0,22,1,1,0,0
16925,0,1,1,1,20,15,Spain,38915.0,18,1,1,0,0
16926,0,4,1,1,16,6,United States of America,160000.0,4,0,1,0,0
16927,1,1,1,1,12,6,Germany,59304.0,25,1,1,0,0
16928,0,2,0,1,10,7,United Kingdom of Great Britain and Northern Ireland,80141.0,20,1,1,0,0
16929,1,2,1,0,12,3,Brazil,39400.0,3,0,1,0,0
16930,1,3,1,0,15,7,France,59454.0,10,0,1,0,0
16931,0,3,1,1,26,23,France,70264.0,18,1,1,0,0
16932,1,2,0,1,5,2,Netherlands,12972.0,16,1,1,0,0
16933,0,0,1,1,10,8,Sweden,47868.0,24,1,0,1,0
16934,1,2,1,1,12,7,Thailand,26904.0,28,1,1,0,0
16935,1,3,1,1,11,7,Netherlands,53184.0,12,0,1,0,0
16936,0,3,1,1,27,27,United States of America,190000.0,11,1,1,0,0
16937,1,2,1,1,4,0,Poland,21264.0,6,0,1,0,0
16938,1,2,1,1,7,2,India,9075.0,32,1,1,0,0
16939,1,2,1,1,6,1,Belgium,28536.0,31,1,1,0,0
16940,1,0,1,1,17,10,Brazil,30240.0,22,1,1,0,0
16941,1,2,1,1,12,8,Turkey,49308.0,11,0,1,0,0
16942,0,2,1,0,25,13,Turkey,35508.0,16,0,1,0,0
16943,0,2,1,1,25,25,United Kingdom of Great Britain and Northern Ireland,96945.0,10,0,1,0,0
16944,1,2,1,1,3,0,Croatia,13200.0,14,0,1,0,0
16945,0,2,1,1,18,10,United Kingdom of Great Britain and Northern Ireland,64630.0,21,1,1,0,0
16946,1,2,1,1,8,4,Sri Lanka,12096.0,12,1,1,0,0
16947,1,3,1,1,7,3,Norway,64737.0,6,0,1,0,0
16948,1,2,1,1,13,9,Pakistan,12456.0,23,1,1,0,0
16949,0,3,1,1,20,14,Switzerland,121979.0,6,0,1,0,0
16950,0,2,1,1,18,7,Brazil,23823.0,13,1,1,0,0
16951,0,1,1,1,26,20,United Kingdom of Great Britain and Northern Ireland,116333.0,19,1,1,0,0
16952,0,1,0,1,8,8,Argentina,14016.0,0,0,1,0,0
16953,0,3,1,1,19,16,United Kingdom of Great Britain and Northern Ireland,90482.0,13,1,1,0,0
16954,1,3,1,1,10,8,Germany,72426.0,11,0,1,0,0
16955,1,3,0,1,10,4,France,25944.0,11,0,0,1,0
16956,1,2,1,1,4,1,Turkey,7884.0,9,0,1,0,0
16957,0,2,0,1,20,18,Russian Federation,47184.0,12,1,1,0,0
16958,0,3,1,0,40,28,United States of America,76000.0,10,0,1,0,0
16959,1,3,1,1,15,4,Canada,75631.0,18,1,1,0,0
16960,1,3,1,1,9,4,Hungary,23088.0,16,0,1,0,0
16961,1,2,1,1,6,3,United Kingdom of Great Britain and Northern Ireland,51704.0,14,1,1,0,0
16962,1,2,1,1,8,4,Canada,22692.0,26,1,1,0,0
16963,0,2,1,1,17,13,India,76789.0,7,0,1,0,0
16964,0,3,0,1,7,5,Latvia,67164.0,10,0,1,0,0
16965,1,3,1,1,12,5,Belgium,36324.0,12,1,0,0,1
16966,0,3,1,1,20,12,Netherlands,90802.0,22,1,1,0,0
16967,1,4,1,1,12,8,Russian Federation,60000.0,25,1,0,1,0
16968,1,3,1,1,10,6,United States of America,75000.0,20,1,1,0,0
16969,1,2,1,1,12,8,Netherlands,51888.0,14,1,1,0,0
16970,0,2,0,0,20,20,United States of America,150000.0,10,0,1,0,0
16971,0,2,1,1,18,15,Uganda,50820.0,13,0,1,0,0
16972,1,0,1,1,4,2,Poland,36444.0,14,1,1,0,0
16973,0,1,1,1,30,24,United States of America,85000.0,6,0,1,0,0
16974,0,1,1,1,23,9,Spain,57292.0,13,1,1,0,0
16975,1,3,1,1,13,6,Germany,75669.0,13,1,1,0,0
16976,0,3,0,1,25,14,United Kingdom of Great Britain and Northern Ireland,193889.0,14,1,1,0,0
16977,0,3,1,1,13,10,India,20384.0,21,1,1,0,0
16978,1,3,1,1,2,0,Russian Federation,7548.0,8,0,0,0,1
16979,1,2,1,1,4,1,Lebanon,15000.0,11,1,1,0,0
16980,0,0,1,1,27,26,South Africa,60044.0,25,1,1,0,0
16981,0,1,1,1,37,26,Argentina,124560.0,21,1,1,0,0
16982,1,3,1,1,10,0,Spain,20539.0,8,0,1,0,0
16983,0,1,1,1,20,15,Argentina,68124.0,14,0,1,0,0
16984,1,2,1,1,7,4,Egypt,25380.0,17,1,1,0,0
16985,1,2,1,1,10,8,Portugal,75669.0,11,1,1,0,0
16986,1,3,1,1,14,5,Sweden,48070.0,16,0,1,0,0
16987,1,3,1,1,10,6,France,70320.0,12,1,1,0,0
16988,0,1,1,1,8,5,Mexico,9696.0,13,0,1,0,0
16989,1,1,0,1,7,5,Hungary,92364.0,8,1,1,0,0
16990,0,3,1,1,33,15,Australia,106895.0,20,1,1,0,0
16991,1,2,1,1,5,3,Poland,19740.0,6,0,1,0,0
16992,1,3,1,1,15,4,Canada,90758.0,11,0,1,0,0
16993,0,2,1,1,19,16,Brazil,41232.0,14,1,1,0,0
16994,1,2,1,1,12,8,Lithuania,77832.0,18,1,1,0,0
16995,1,2,1,1,14,10,United States of America,135000.0,21,0,1,0,0
16996,0,1,1,0,25,10,Germany,64859.0,14,1,1,0,0
16997,1,3,1,1,9,8,Germany,73831.0,6,0,0,0,1
16998,0,2,1,1,24,16,United States of America,175000.0,26,1,1,0,0
16999,1,2,1,1,5,2,United States of America,115000.0,14,0,1,0,0
17000,1,2,1,1,4,1,Bosnia and Herzegovina,15036.0,9,0,1,0,0
17001,1,2,1,1,2,0,Russian Federation,6600.0,5,0,1,0,0
17002,1,0,1,1,13,4,Brazil,10992.0,16,1,1,0,0
17003,1,2,1,1,6,2,United States of America,68000.0,25,1,1,0,0
17004,1,2,1,1,8,3,United Kingdom of Great Britain and Northern Ireland,69800.0,16,1,1,0,0
17005,0,4,1,1,30,22,India,12564.0,3,0,1,0,0
17006,1,2,0,1,8,3,Kazakhstan,19116.0,11,0,1,0,0
17007,1,2,1,0,0,0,Japan,24816.0,9,1,1,0,0
17008,0,3,1,1,30,25,France,71340.0,6,0,1,0,0
17009,1,2,1,1,11,6,India,16056.0,15,0,1,0,0
17010,1,2,1,1,15,3,India,18150.0,20,0,1,0,0
17011,0,2,1,1,21,14,United States of America,121000.0,16,1,1,0,0
17012,1,0,1,1,12,1,Colombia,7068.0,12,1,1,0,0
17013,1,1,1,1,20,15,Canada,52942.0,13,1,1,0,0
17014,1,2,1,1,9,3,United States of America,59000.0,10,0,1,0,0
17015,1,3,1,1,15,8,France,43239.0,10,0,1,0,0
17016,1,3,1,1,10,5,India,11658.0,10,1,1,0,0
17017,0,1,1,1,30,8,Switzerland,101649.0,17,1,1,0,0
17018,1,3,1,1,25,15,Germany,63778.0,19,1,1,0,0
17019,1,3,1,1,6,3,France,44320.0,14,1,1,0,0
17020,1,2,1,1,8,6,Pakistan,1556.0,13,1,1,0,0
17021,0,3,1,1,13,8,France,64859.0,19,1,1,0,0
17022,1,1,1,1,7,0,Brazil,5496.0,14,1,0,0,1
17023,1,3,1,1,13,4,Sweden,36816.0,10,0,1,0,0
17024,0,3,1,0,22,15,Slovenia,31128.0,4,0,1,0,0
17025,1,2,1,1,9,6,Ireland,86478.0,11,0,1,0,0
17026,0,1,1,1,17,17,Brazil,21189.0,12,1,1,0,0
17027,0,3,1,1,7,6,Netherlands,70264.0,20,1,1,0,0
17028,1,2,0,1,15,5,Pakistan,38916.0,7,0,1,0,0
17029,1,2,0,1,5,3,Hungary,12.0,6,0,1,0,0
17030,1,1,1,1,9,5,Brazil,35736.0,18,1,1,0,0
17031,1,2,1,1,12,7,Switzerland,79394.0,10,0,1,0,0
17032,0,2,1,1,32,6,United States of America,82000.0,7,0,1,0,0
17033,1,3,1,1,13,11,India,27923.0,14,1,1,0,0
17034,1,0,1,0,3,2,Switzerland,8544.0,21,1,1,0,0
17035,1,1,1,1,12,9,Paraguay,8088.0,32,1,1,0,0
17036,0,2,0,1,8,13,United Kingdom of Great Britain and Northern Ireland,77556.0,18,1,1,0,0
17037,1,2,1,1,8,7,India,11616.0,3,0,1,0,0
17038,1,1,1,1,5,2,Cameroon,2568.0,12,0,1,0,0
17039,0,1,1,1,23,20,Dominican Republic,22452.0,6,0,1,0,0
17040,1,2,1,1,18,7,Switzerland,91484.0,8,0,1,0,0
17041,1,3,1,1,9,7,United Kingdom of Great Britain and Northern Ireland,122796.0,14,0,1,0,0
17042,1,2,1,1,9,5,Brazil,43980.0,19,0,1,0,0
17043,1,2,1,1,9,4,Sweden,49092.0,12,1,1,0,0
17044,1,1,1,1,12,4,Argentina,20436.0,7,1,1,0,0
17045,1,2,0,1,10,6,Sweden,61368.0,20,1,1,0,0
17046,1,0,0,1,3,0,India,6036.0,17,1,1,0,0
17047,0,1,1,0,40,30,United Kingdom of Great Britain and Northern Ireland,92052.0,12,0,1,0,0
17048,0,2,0,1,14,10,Israel,140088.0,4,0,1,0,0
17049,1,2,0,1,2,2,"Iran, Islamic Republic of...",60000.0,5,0,1,0,0
17050,0,3,1,1,20,10,United States of America,130000.0,12,1,1,0,0
17051,0,2,1,1,30,19,United Kingdom of Great Britain and Northern Ireland,64630.0,12,0,1,0,0
17052,1,1,1,1,3,2,Brazil,5496.0,19,0,1,0,0
17053,1,1,1,1,10,6,The former Yugoslav Republic of Macedonia,29892.0,9,1,1,0,0
17054,1,0,1,1,20,17,United States of America,55000.0,15,1,1,0,0
17055,1,2,1,1,8,5,United Kingdom of Great Britain and Northern Ireland,51704.0,5,0,1,0,0
17056,1,2,1,1,9,4,Canada,45379.0,7,1,0,0,1
17057,0,2,1,0,30,20,United States of America,180000.0,17,1,1,0,0
17058,1,3,1,1,7,5,Ukraine,61176.0,23,1,1,0,0
17059,1,3,0,1,8,5,India,15358.0,29,1,1,0,0
17060,0,1,0,1,20,13,South Africa,72048.0,13,1,1,0,0
17061,1,2,1,0,20,20,Montenegro,64860.0,38,1,1,0,0
17062,0,3,0,1,33,22,Germany,81074.0,7,0,1,0,0
17063,0,2,1,1,40,21,United States of America,145000.0,19,1,1,0,0
17064,0,1,1,1,25,21,Sweden,56460.0,13,1,1,0,0
17065,0,1,1,1,33,15,Germany,43239.0,13,1,1,0,0
17066,1,3,1,1,13,10,Malta,47563.0,8,0,0,0,1
17067,1,2,1,1,4,0,India,5532.0,3,0,1,0,0
17068,0,2,1,1,10,8,Germany,77831.0,12,0,1,0,0
17069,1,2,1,1,4,2,Nigeria,1224.0,7,0,1,0,0
17070,0,3,1,1,23,9,Norway,102501.0,13,0,1,0,0
17071,0,1,1,1,24,22,South Africa,76056.0,6,0,1,0,0
17072,0,2,1,1,9,8,Ireland,86478.0,3,0,0,0,1
17073,1,2,1,1,7,4,Poland,39492.0,11,0,1,0,0
17074,1,2,1,1,9,5,United States of America,70000.0,16,1,1,0,0
17075,0,3,1,1,16,7,Netherlands,56211.0,10,1,0,0,1
17076,0,2,1,1,47,43,United States of America,115000.0,12,0,1,0,0
17077,1,2,1,1,5,2,Sri Lanka,13188.0,7,0,1,0,0
17078,0,3,1,1,10,8,Ireland,75669.0,14,1,1,0,0
17079,0,1,1,1,11,7,Dominican Republic,14820.0,20,1,1,0,0
17080,0,0,1,1,25,20,United Kingdom of Great Britain and Northern Ireland,109871.0,18,1,1,0,0
17081,0,2,1,1,27,22,United States of America,135000.0,14,1,1,0,0
17082,1,1,1,1,7,5,Ecuador,10800.0,12,1,1,0,0
17083,0,1,1,1,25,17,Sweden,64860.0,16,1,0,1,0
17084,1,1,1,1,8,2,Switzerland,73187.0,15,1,1,0,0
17085,1,2,1,1,3,0,Portugal,64859.0,8,0,1,0,0
17086,0,1,1,0,30,10,United States of America,145000.0,5,0,1,0,0
17087,0,2,1,1,12,12,Brazil,32988.0,9,0,1,0,0
17088,1,2,1,1,15,10,India,25131.0,47,1,1,0,0
17089,0,2,1,0,34,34,Saudi Arabia,60.0,15,0,1,0,0
17090,1,1,1,1,14,10,Brazil,18756.0,21,1,1,0,0
17091,0,2,1,1,30,18,United States of America,175000.0,8,0,1,0,0
17092,1,2,1,1,10,5,Canada,68824.0,13,1,1,0,0
17093,1,2,1,1,10,5,Sri Lanka,9888.0,31,1,1,0,0
17094,0,3,1,1,35,20,Netherlands,129718.0,25,1,1,0,0
17095,1,2,0,1,3,0,Brazil,4128.0,15,1,1,0,0
17096,1,1,0,1,3,1,Russian Federation,12000.0,8,0,1,0,0
17097,1,2,1,1,8,5,Poland,42528.0,8,0,1,0,0
17098,1,3,1,0,5,2,Tunisia,12624.0,18,1,1,0,0
17099,0,2,1,1,42,27,United States of America,110000.0,9,0,1,0,0
17100,1,3,1,1,9,9,Slovakia,24648.0,5,0,1,0,0
17101,1,2,1,1,9,7,Denmark,84408.0,9,1,1,0,0
17102,0,2,1,1,20,10,United Kingdom of Great Britain and Northern Ireland,201648.0,13,1,1,0,0
17103,0,3,1,1,20,15,Canada,86976.0,12,1,1,0,0
17104,1,1,1,1,7,2,Lithuania,51888.0,22,1,1,0,0
17105,1,2,1,1,11,5,United States of America,103000.0,4,0,1,0,0
17106,0,3,1,1,20,15,South Africa,41364.0,11,0,1,0,0
17107,1,2,1,1,12,9,United Kingdom of Great Britain and Northern Ireland,85634.0,17,0,1,0,0
17108,1,2,1,1,13,10,United States of America,115000.0,23,1,0,1,0
17109,0,3,1,1,31,25,Poland,51336.0,8,0,1,0,0
17110,1,1,1,1,12,0,Turkey,15780.0,29,1,1,0,0
17111,1,1,1,1,7,3,Netherlands,35028.0,15,1,1,0,0
17112,1,4,1,1,21,13,United Kingdom of Great Britain and Northern Ireland,109871.0,6,0,1,0,0
17113,0,2,1,1,15,2,Brazil,17316.0,14,0,1,0,0
17114,1,1,0,1,10,2,Brazil,4128.0,17,1,1,0,0
17115,1,2,1,1,11,3,Canada,56723.0,12,0,1,0,0
17116,0,1,0,1,30,22,Germany,140550.0,32,1,1,0,0
17117,1,2,1,1,3,0,Chile,7524.0,11,1,1,0,0
17118,1,2,1,1,9,5,"Venezuela, Bolivarian Republic of...",6600.0,29,1,1,0,0
17119,1,2,1,1,4,1,United States of America,95000.0,17,1,1,0,0
17120,1,3,1,1,9,9,Turkey,7884.0,16,1,1,0,0
17121,1,2,1,1,12,8,India,21641.0,19,1,1,0,0
17122,1,2,1,1,12,5,United States of America,100000.0,19,1,1,0,0
17123,1,2,0,1,14,9,"Iran, Islamic Republic of...",14256.0,7,1,1,0,0
17124,1,2,1,1,13,10,United States of America,180000.0,18,1,1,0,0
17125,1,2,1,1,14,10,India,55847.0,10,1,1,0,0
17126,1,2,1,1,12,3,Brazil,21372.0,22,1,1,0,0
17127,1,2,1,1,13,7,India,14939.0,16,0,1,0,0
17128,0,1,1,1,5,3,Sweden,46632.0,10,0,1,0,0
17129,1,0,0,1,8,8,Thailand,51888.0,15,1,1,0,0
17130,0,3,1,0,27,13,Belgium,118908.0,20,1,1,0,0
17131,0,3,1,1,18,14,United Kingdom of Great Britain and Northern Ireland,90482.0,15,0,1,0,0
17132,1,3,1,1,7,1,Portugal,29051.0,2,0,1,0,0
17133,1,2,1,1,8,5,United Kingdom of Great Britain and Northern Ireland,47826.0,7,0,1,0,0
17134,1,2,1,1,15,3,United States of America,95000.0,24,1,1,0,0
17135,1,3,1,1,4,3,Ukraine,44040.0,16,1,1,0,0
17136,0,1,1,1,42,35,United States of America,163500.0,14,1,1,0,0
17137,1,2,1,1,9,8,United Kingdom of Great Britain and Northern Ireland,67215.0,4,0,1,0,0
17138,0,2,1,1,38,36,Sweden,73644.0,13,1,1,0,0
17139,0,2,1,1,30,15,United Kingdom of Great Britain and Northern Ireland,96945.0,12,1,1,0,0
17140,0,3,1,1,36,25,South Africa,56040.0,6,0,1,0,0
17141,1,2,1,1,5,1,Indonesia,5268.0,17,1,1,0,0
17142,0,3,0,1,13,10,Nigeria,9876.0,20,1,1,0,0
17143,0,2,1,1,18,18,United States of America,150000.0,15,1,1,0,0
17144,1,3,1,1,6,0,Portugal,18156.0,12,0,1,0,0
17145,1,3,1,1,5,3,Morocco,12936.0,9,0,1,0,0
17146,0,2,1,0,24,20,United States of America,140000.0,14,1,1,0,0
17147,1,2,1,1,10,2,France,51887.0,22,1,1,0,0
17148,0,2,1,0,6,2,United Kingdom of Great Britain and Northern Ireland,103408.0,11,1,1,0,0
17149,1,2,1,1,20,14,United States of America,108000.0,9,1,1,0,0
17150,0,2,1,1,36,12,Slovenia,45312.0,14,1,1,0,0
17151,1,3,1,1,20,12,Germany,129718.0,15,1,1,0,0
17152,0,1,1,1,35,25,Germany,51888.0,3,0,1,0,0
17153,1,3,1,1,5,1,France,15564.0,15,0,1,0,0
17154,0,3,1,1,35,29,Italy,37834.0,14,1,1,0,0
17155,1,2,1,1,12,8,United States of America,102500.0,12,0,1,0,0
17156,0,2,1,1,22,16,United States of America,165000.0,31,1,1,0,0
17157,1,1,1,0,4,1,France,41077.0,6,0,0,0,1
17158,1,1,1,1,14,1,United Kingdom of Great Britain and Northern Ireland,33607.0,9,1,1,0,0
17159,0,3,1,1,23,11,Spain,75669.0,18,1,1,0,0
17160,0,3,1,1,20,18,India,55847.0,18,1,1,0,0
17161,1,1,1,1,10,6,United States of America,110000.0,13,1,1,0,0
17162,0,1,1,1,25,23,United States of America,150000.0,13,1,1,0,0
17163,0,3,1,1,18,14,Brazil,93456.0,13,0,1,0,0
17164,1,2,1,1,10,10,Canada,94539.0,13,0,1,0,0
17165,0,4,1,1,35,18,United Kingdom of Great Britain and Northern Ireland,96945.0,15,1,1,0,0
17166,1,2,1,1,5,1,Portugal,11028.0,25,1,1,0,0
17167,1,2,0,1,12,10,Brazil,38484.0,24,1,1,0,0
17168,1,2,1,1,8,1,Netherlands,63778.0,15,1,1,0,0
17169,0,3,1,1,14,11,Finland,67452.0,5,0,1,0,0
17170,1,3,1,1,11,1,India,10471.0,25,1,1,0,0
17171,1,3,0,1,17,10,Tunisia,129720.0,21,1,1,0,0
17172,0,2,1,1,15,11,United States of America,76000.0,11,0,1,0,0
17173,1,3,1,1,4,2,Germany,54049.0,7,0,1,0,0
17174,1,2,1,1,10,1,United States of America,70000.0,15,0,1,0,0
17175,1,1,1,1,4,2,United Kingdom of Great Britain and Northern Ireland,23267.0,7,0,1,0,0
17176,0,1,0,1,22,12,Brazil,13740.0,13,0,1,0,0
17177,1,2,1,1,17,11,United Kingdom of Great Britain and Northern Ireland,59459.0,20,1,1,0,0
17178,0,2,1,1,25,19,Greece,37620.0,8,0,1,0,0
17179,0,1,1,1,15,9,United Kingdom of Great Britain and Northern Ireland,85311.0,8,0,1,0,0
17180,0,2,1,1,10,8,United Kingdom of Great Britain and Northern Ireland,73032.0,11,1,1,0,0
17181,0,3,1,1,20,11,Germany,88640.0,12,0,1,0,0
17182,1,1,1,1,13,6,Switzerland,85385.0,11,0,1,0,0
17183,0,3,1,1,30,24,Belgium,76536.0,13,0,1,0,0
17184,0,2,0,1,37,32,United States of America,48000.0,4,0,1,0,0
17185,0,1,1,1,20,18,Colombia,25068.0,3,0,1,0,0
17186,0,3,1,1,35,25,United Kingdom of Great Britain and Northern Ireland,67215.0,7,0,1,0,0
17187,1,2,1,1,4,2,Turkey,25970.0,17,1,1,0,0
17188,0,3,1,1,28,20,Norway,91711.0,12,0,1,0,0
17189,0,2,1,0,19,14,Canada,143699.0,6,0,1,0,0
17190,1,2,1,1,11,10,Brazil,49476.0,11,0,1,0,0
17191,0,3,1,1,43,22,Netherlands,81074.0,17,0,1,0,0
17192,1,3,1,1,10,5,United Kingdom of Great Britain and Northern Ireland,58167.0,12,1,1,0,0
17193,1,2,0,0,5,2,Serbia,13212.0,6,1,1,0,0
17194,1,3,1,1,11,5,Canada,45384.0,13,1,1,0,0
17195,1,0,0,1,9,3,Italy,49466.0,5,1,1,0,0
17196,1,2,0,1,16,8,France,51888.0,16,1,1,0,0
17197,0,4,1,0,27,17,Germany,64859.0,8,1,1,0,0
17198,1,3,1,1,8,2,France,51887.0,5,0,1,0,0
17199,0,4,1,0,25,7,Slovenia,45396.0,4,0,0,0,1
17200,0,3,1,1,18,14,India,24433.0,9,1,1,0,0
17201,0,4,1,1,22,20,Germany,103774.0,8,0,1,0,0
17202,0,1,1,1,12,7,Italy,43239.0,15,1,1,0,0
17203,1,2,1,1,11,7,United States of America,101000.0,10,0,1,0,0
17204,1,0,0,1,7,4,Hong Kong (S.A.R.),612.0,9,0,1,0,0
17205,1,2,1,1,22,14,United States of America,120000.0,16,1,1,0,0
17206,1,2,1,1,20,8,United States of America,83889.0,10,1,1,0,0
17207,0,1,1,1,20,15,Spain,97284.0,15,1,1,0,0
17208,1,2,1,1,12,5,Brazil,21996.0,15,1,1,0,0
17209,1,2,1,1,8,5,Sweden,63816.0,12,0,1,0,0
17210,1,1,1,1,5,2,Canada,37816.0,13,1,1,0,0
17211,0,3,1,1,20,10,Denmark,95520.0,4,0,1,0,0
17212,1,2,1,1,13,10,Germany,128.0,18,1,1,0,0
17213,1,2,1,1,13,6,Spain,50806.0,5,0,1,0,0
17214,1,2,1,1,2,0,"Iran, Islamic Republic of...",14256.0,21,1,1,0,0
17215,0,3,1,1,19,14,Switzerland,127061.0,5,0,1,0,0
17216,1,2,1,1,3,1,United States of America,47000.0,7,0,1,0,0
17217,1,2,1,1,1,4,India,6981.0,17,1,1,0,0
17218,0,2,1,1,30,26,Russian Federation,41520.0,7,0,1,0,0
17219,1,3,1,1,8,3,Italy,18156.0,12,1,1,0,0
17220,1,2,1,1,18,2,India,5868.0,14,0,1,0,0
17221,1,2,1,1,9,4,Netherlands,77831.0,13,1,1,0,0
17222,1,2,1,1,10,5,Malta,30267.0,9,0,1,0,0
17223,1,2,1,1,5,4,Nepal,4200.0,9,0,1,0,0
17224,1,2,1,1,8,0,Canada,60505.0,10,0,1,0,0
17225,1,2,1,1,8,5,Pakistan,19452.0,8,0,1,0,0
17226,1,3,1,0,15,8,Bangladesh,7068.0,32,1,1,0,0
17227,1,2,1,0,5,3,India,15084.0,10,0,1,0,0
17228,1,2,1,1,10,4,Brazil,24744.0,9,0,1,0,0
17229,0,3,1,1,17,7,India,7200.0,10,0,1,0,0
17230,1,1,1,1,9,1,Australia,46099.0,18,1,1,0,0
17231,1,2,1,1,11,0,India,7679.0,17,0,1,0,0
17232,1,2,1,1,7,5,Nigeria,26340.0,32,1,1,0,0
17233,1,2,1,1,5,1,Netherlands,135100.0,5,0,1,0,0
17234,1,3,0,1,11,8,Russian Federation,37752.0,11,1,1,0,0
17235,1,1,1,1,20,8,Germany,62697.0,14,1,1,0,0
17236,1,2,1,1,8,4,United States of America,60000.0,17,1,1,0,0
17237,1,2,1,1,4,2,United States of America,52000.0,15,0,1,0,0
17238,1,3,1,1,10,5,Russian Federation,28308.0,5,0,1,0,0
17239,0,4,1,1,23,17,France,64860.0,21,1,1,0,0
17240,1,0,1,1,12,9,Russian Federation,21708.0,19,0,1,0,0
17241,1,3,0,1,8,1,France,12972.0,7,0,1,0,0
17242,0,2,0,1,15,12,"Iran, Islamic Republic of...",28500.0,17,1,1,0,0
17243,1,2,1,1,7,4,Ireland,37834.0,12,1,1,0,0
17244,1,0,1,1,9,3,Germany,59454.0,8,0,1,0,0
17245,1,1,1,1,6,2,Argentina,11040.0,11,0,1,0,0
17246,1,2,1,1,14,11,United States of America,93000.0,8,0,1,0,0
17247,1,1,1,1,8,3,Germany,33732.0,8,1,1,0,0
17248,0,1,1,1,20,15,Italy,21620.0,12,1,1,0,0
17249,1,1,1,1,8,2,Italy,19452.0,10,0,1,0,0
17250,1,3,1,1,8,5,France,45401.0,16,1,1,0,0
17251,1,2,1,1,18,6,Canada,79413.0,18,0,1,0,0
17252,1,3,1,1,8,3,India,3351.0,12,0,1,0,0
17253,0,3,1,1,20,12,Greece,19458.0,9,0,1,0,0
17254,1,3,1,1,26,0,United States of America,75000.0,8,0,1,0,0
17255,0,0,1,1,13,10,United Kingdom of Great Britain and Northern Ireland,36193.0,12,0,1,0,0
17256,1,3,0,1,10,5,Mexico,20400.0,35,1,1,0,0
17257,1,2,1,1,10,3,Austria,35028.0,26,1,1,0,0
