,>35,EdLevel,MainBranch,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed
13042,1,2,1,4,1,2508.0,33,1
15209,1,4,0,9,6,47826.0,4,0
26900,1,2,1,6,2,6228.0,15,0
1080,0,3,1,38,25,129000.0,20,1
20201,0,2,1,35,30,60000.0,14,0
65268,0,3,1,12,9,90647.0,10,1
41106,1,2,1,7,2,13560.0,11,0
16986,1,3,1,14,5,48070.0,16,0
46746,1,4,1,12,10,111000.0,5,0
10935,0,2,1,16,10,32376.0,23,1
19479,0,1,1,15,13,218000.0,13,1
69297,1,0,1,6,5,56675.0,9,1
14425,1,2,1,8,2,194526.0,1,0
59688,1,2,1,5,3,2403.0,26,1
23567,1,3,1,10,7,83512.0,17,1
21058,1,3,1,15,7,64859.0,16,1
35929,0,2,1,25,13,62000.0,7,0
31243,1,2,1,5,1,10344.0,4,0
62956,0,2,1,23,23,149958.0,19,1
48974,0,3,1,29,20,25596.0,19,1
55906,1,2,1,6,4,37320.0,17,1
25982,0,2,1,38,25,90586.0,6,0
27199,1,2,1,6,0,36144.0,16,1
15579,1,2,1,10,5,12000.0,15,1
31372,0,2,1,6,5,200000.0,16,0
10454,1,3,0,13,4,60984.0,8,0
20764,1,2,1,15,1,42864.0,20,0
14250,1,2,1,7,3,27923.0,13,0
63194,1,4,1,16,4,20472.0,17,1
59933,1,1,1,10,8,85315.0,28,1
16015,0,3,1,28,25,56616.0,12,1
23487,0,2,0,23,22,88944.0,4,0
37190,1,3,1,12,10,110000.0,14,1
50198,1,0,0,9,7,84000.0,25,1
20090,1,2,1,19,9,76968.0,14,0
18832,0,4,1,19,14,84019.0,11,0
47011,1,2,1,12,4,195210.0,9,0
29773,0,2,0,1,1,15564.0,5,0
9542,0,2,1,31,12,109000.0,13,1
35224,0,2,1,14,10,51888.0,12,0
7865,1,3,1,17,11,112504.0,12,1
11836,1,2,1,12,5,56211.0,19,1
17657,0,2,1,10,10,44100.0,13,1
55543,1,0,1,15,6,40524.0,29,1
7594,0,2,1,20,15,77831.0,8,0
68879,0,1,1,25,23,160000.0,6,0
17883,1,3,1,9,4,57898.0,6,0
5465,0,2,1,28,23,48852.0,12,0
45022,1,3,1,12,10,85315.0,24,1
45418,0,3,1,20,12,28152.0,8,1
25625,1,2,1,13,7,57157.0,10,0
16037,1,2,1,20,15,51888.0,14,1
60987,1,2,0,2,1,6552.0,7,0
41036,0,3,1,24,20,68252.0,4,0
35175,0,2,1,20,16,67478.0,5,0
55752,1,2,1,14,11,65616.0,5,0
19527,1,2,0,6,4,49439.0,3,0
44541,1,0,1,10,9,41591.0,16,1
61925,1,2,1,4,0,3224.0,5,0
58015,1,2,1,5,0,67000.0,22,1
8054,1,2,1,9,2,5664.0,6,1
60740,1,0,1,18,14,70380.0,23,1
61455,1,2,1,15,11,90000.0,10,1
5414,1,0,1,10,5,151263.0,11,1
5770,1,3,0,3,3,10932.0,4,0
12782,1,3,0,3,0,16212.0,0,0
60372,0,3,1,15,13,13608.0,7,0
30739,0,2,1,25,18,215549.0,13,0
11702,0,1,1,36,23,55776.0,16,1
3887,1,2,1,18,12,84316.0,24,1
50864,1,1,1,5,4,40000.0,16,1
57559,1,2,1,6,3,36000.0,8,0
8275,0,2,1,20,15,50806.0,12,1
60969,0,2,1,16,12,97605.0,4,0
4650,1,2,0,15,1,90000.0,14,1
60358,1,3,1,13,6,40098.0,6,0
15164,0,2,1,34,23,90482.0,12,0
558,1,1,1,8,4,144000.0,16,0
39297,1,2,0,14,12,160000.0,11,1
21380,1,3,1,20,9,79776.0,8,0
8745,1,1,1,6,1,23.0,23,1
64315,1,2,1,15,6,53322.0,11,0
60895,1,3,1,0,2,58654.0,15,1
25226,1,3,1,10,5,200000.0,17,1
19498,1,2,1,8,3,62500.0,13,1
38193,1,2,1,12,9,34904.0,14,1
56871,0,1,1,20,12,33252.0,17,1
67890,0,3,1,20,20,160000.0,9,1
7959,1,1,1,3,0,18096.0,8,0
17431,0,2,1,20,13,69804.0,16,1
9724,1,2,1,10,5,41508.0,7,0
39434,1,2,1,6,2,6000.0,8,0
60452,1,3,1,8,8,54388.0,8,1
27515,1,1,1,9,7,78000.0,18,1
49032,1,2,1,8,4,69318.0,38,1
67442,1,1,1,20,16,37692.0,14,0
56491,1,3,1,9,0,37325.0,12,0
11418,0,3,1,37,23,25944.0,22,1
2379,1,2,1,8,1,39024.0,8,1
36741,0,2,1,21,15,81074.0,8,0
34482,1,2,1,7,5,106000.0,20,1
37968,1,3,1,3,2,45241.0,12,1
30718,0,3,1,23,17,34360.0,9,0
5578,1,2,1,15,6,64287.0,7,0
54874,1,3,1,12,11,180000.0,16,1
27202,1,3,1,5,2,396.0,14,1
40777,1,2,1,11,8,120000.0,12,1
48559,1,3,1,7,5,15480.0,16,0
50217,1,2,1,15,10,135000.0,19,1
31497,1,3,1,15,6,91883.0,26,1
9738,0,2,1,24,20,130000.0,17,1
6209,1,3,1,15,9,64548.0,7,0
57857,1,2,1,15,10,4800.0,38,1
8212,1,0,1,5,5,16920.0,21,1
8331,1,2,0,14,11,16752.0,12,1
61373,0,2,1,35,30,175000.0,29,1
11117,0,1,1,30,10,64630.0,13,0
61680,1,1,1,17,9,109128.0,3,0
19735,1,0,1,18,15,37834.0,33,1
64387,1,0,1,5,2,11220.0,13,0
42496,1,2,1,13,5,134465.0,20,1
43698,0,3,1,42,12,94230.0,5,0
11877,1,2,1,12,3,64548.0,21,1
12346,1,2,1,10,6,13992.0,13,1
60948,0,2,1,36,32,44790.0,15,1
52830,1,2,1,7,4,63984.0,5,0
42880,1,3,1,7,5,9664.0,21,1
48426,1,2,1,7,3,12897.0,8,0
23301,0,2,1,25,8,93000.0,10,0
29392,0,3,1,20,17,101000.0,11,0
66669,1,4,0,18,5,200000.0,2,0
63202,0,3,0,22,5,96759.0,2,0
60615,1,2,1,11,6,55500.0,9,0
60652,1,3,1,9,7,39.0,1,0
48572,0,3,1,25,20,101312.0,3,0
58266,0,3,1,50,40,200000.0,7,0
30527,0,2,1,24,10,111000.0,17,1
10949,1,1,1,6,4,45656.0,15,0
39163,1,2,1,12,5,10380.0,14,0
6823,1,2,1,12,7,36000.0,10,1
65724,1,3,1,10,0,74784.0,4,0
21453,0,3,1,20,13,77225.0,6,0
7118,0,3,1,18,18,129718.0,34,1
20654,1,2,1,7,1,51887.0,11,0
58226,1,1,1,4,4,42000.0,10,1
3958,1,2,1,11,7,84312.0,7,0
31608,0,3,1,20,10,195000.0,41,1
65281,1,1,1,2,1,4440.0,8,0
54223,1,2,1,6,1,39576.0,23,1
45236,1,1,1,8,6,49932.0,16,0
29405,1,3,1,8,2,67194.0,8,0
51600,0,0,1,41,40,109306.0,11,0
52589,1,4,1,17,10,67548.0,1,0
22607,1,2,1,5,3,56723.0,10,0
22952,1,2,1,6,2,130000.0,13,0
14665,0,4,1,10,5,15396.0,18,1
14722,1,1,1,4,1,1236.0,35,1
29939,1,2,1,8,6,34356.0,23,1
36848,1,2,0,2,0,100000.0,12,1
20412,1,2,1,11,8,13836.0,15,1
48025,0,2,1,20,14,92000.0,9,0
60384,1,2,1,6,0,79983.0,20,1
36570,1,1,1,22,10,46764.0,8,0
16392,1,2,1,4,0,2580.0,7,0
69898,1,2,1,8,4,40956.0,18,1
18289,0,1,1,34,22,41362.0,6,0
46176,1,2,1,6,5,69318.0,12,0
47110,0,3,1,18,16,63984.0,16,1
27144,1,2,1,11,8,51887.0,17,1
20450,1,2,1,13,11,48866.0,7,0
44834,1,2,1,15,9,27780.0,29,1
67643,1,1,1,3,1,11328.0,16,1
33352,0,2,1,34,21,84316.0,12,0
16017,0,1,1,8,7,46891.0,15,1
11693,1,2,1,4,4,6300.0,5,0
29324,1,1,1,11,5,24744.0,8,0
16578,0,3,1,24,17,30240.0,14,1
10229,1,1,1,6,1,45241.0,10,0
63740,1,2,1,13,9,37500.0,16,1
29558,1,2,1,4,0,4128.0,12,1
7885,1,3,1,7,2,75669.0,6,0
64044,1,2,1,20,9,109500.0,2,0
59272,0,0,1,2,1,38924.0,3,0
15628,0,2,1,20,20,150000.0,22,0
52925,0,4,1,38,32,169613.0,15,1
8629,1,1,1,8,0,8000.0,8,0
38150,1,2,1,13,9,32988.0,7,0
41528,0,2,1,23,19,130000.0,7,0
12039,1,2,1,5,1,10471.0,23,1
63413,1,0,1,6,1,32712.0,15,1
11312,0,2,1,20,13,86853.0,6,0
51405,0,3,0,8,1,66000.0,24,1
36409,1,2,1,13,13,19752.0,25,1
31616,0,1,1,44,36,140000.0,14,0
4662,1,2,1,15,11,37104.0,11,0
8821,1,3,1,10,2,60535.0,13,0
65548,0,1,1,17,15,30408.0,17,1
33209,1,0,1,5,3,25980.0,17,1
45913,1,0,1,5,4,12792.0,32,1
3101,0,2,1,12,9,48644.0,5,0
9651,1,0,1,10,8,128880.0,17,1
51036,1,2,1,16,2,45858.0,21,1
57244,0,3,1,25,20,37392.0,7,0
68094,1,3,1,13,9,11964.0,3,0
31032,0,1,1,8,2,26974.0,6,0
49753,0,4,0,38,38,37699.0,9,0
5812,1,3,1,10,8,3420.0,8,0
31754,1,2,1,9,5,45396.0,31,1
57614,1,1,1,4,2,5028.0,8,1
4485,1,2,1,13,9,155000.0,12,0
24854,0,2,0,42,34,103408.0,10,1
29360,0,2,0,25,15,103408.0,15,1
38049,1,3,0,6,5,20616.0,6,0
8378,1,2,1,11,8,36000.0,5,0
37438,0,0,1,5,3,1573.0,91,1
33044,1,2,1,10,8,6360.0,3,0
36159,0,4,0,29,15,108098.0,9,0
29359,1,1,1,5,2,24018.0,16,1
30778,0,2,1,6,3,81000.0,14,1
51870,0,2,1,15,15,94104.0,12,0
5825,0,2,0,13,11,66828.0,22,1
17535,1,2,1,10,6,80340.0,10,0
18325,0,2,1,19,16,116917.0,7,0
25479,1,0,1,10,8,41508.0,12,1
32227,0,3,1,18,11,108098.0,25,1
18084,0,2,1,37,20,68507.0,19,1
56416,0,2,0,42,38,101312.0,7,0
61031,0,1,1,16,9,21600.0,17,1
63643,1,1,1,6,5,78084.0,10,1
23411,1,2,1,14,10,38916.0,20,0
44302,1,2,1,14,6,63986.0,14,1
34727,1,2,1,5,1,4620.0,7,0
617,0,4,0,42,25,160000.0,10,1
63968,0,1,1,41,23,135000.0,16,1
49470,1,2,1,8,6,80000.0,34,1
22582,0,1,1,20,20,200000.0,14,0
54600,0,3,1,20,16,195000.0,26,1
56818,1,2,1,13,8,61853.0,16,1
57649,1,2,1,14,9,200000.0,9,0
64939,0,3,1,34,24,56521.0,6,0
46227,1,1,1,6,4,15053.0,42,1
19143,0,2,1,24,16,38136.0,11,1
16709,1,2,1,4,2,9216.0,12,0
46778,1,2,1,15,15,185000.0,33,1
12361,1,1,1,10,5,120000.0,38,1
31441,1,1,1,11,8,64859.0,36,1
18199,1,3,1,11,7,42139.0,19,1
27322,1,3,1,17,11,102693.0,8,0
3979,1,2,1,3,3,70000.0,14,1
33608,1,2,1,8,5,115000.0,9,0
35698,1,1,1,4,3,24864.0,7,0
20021,0,1,1,15,10,90000.0,20,1
35119,1,3,1,4,2,62878.0,6,0
3562,1,2,1,14,2,12924.0,18,1
542,1,0,1,3,1,23352.0,18,1
1530,0,4,0,10,5,51704.0,8,0
16701,1,3,1,1,0,53760.0,17,1
61552,1,2,1,19,11,172000.0,18,1
36749,0,3,1,20,10,122736.0,6,0
23775,1,2,1,13,7,15564.0,14,1
60587,0,3,1,19,15,55800.0,13,1
21379,1,2,1,15,9,64859.0,9,1
56896,1,1,1,7,5,86088.0,10,0
39096,1,2,1,7,1,10052.0,36,1
24693,1,2,1,7,3,5028.0,19,1
24980,1,1,1,10,7,84019.0,9,0
27584,1,3,1,8,5,12984.0,9,0
37982,1,2,1,11,6,21996.0,12,1
19838,0,1,1,25,15,122580.0,14,1
38144,1,2,1,7,3,41618.0,9,0
66002,0,2,1,28,26,81263.0,19,1
51407,1,2,1,10,4,101832.0,12,1
44851,1,2,1,6,1,3864.0,33,1
52605,1,0,1,13,6,32760.0,52,1
43691,0,3,1,34,15,32244.0,14,1
30579,1,3,1,11,0,71208.0,15,1
6415,1,1,1,2,0,25944.0,7,0
18462,1,2,1,6,0,41600.0,18,1
8189,1,2,1,13,7,51888.0,18,0
66276,1,0,1,12,7,27420.0,30,1
58675,1,2,1,12,10,123500.0,13,1
36802,1,1,1,8,6,82848.0,12,0
11484,1,1,1,13,4,87418.0,21,1
32596,1,3,1,11,3,25788.0,12,1
47105,1,1,1,4,0,5856.0,13,1
17636,0,3,1,15,12,97288.0,23,1
53449,1,3,1,7,2,113075.0,2,0
53482,0,3,1,20,13,152628.0,14,0
3810,1,2,1,16,6,200000.0,24,1
16408,1,3,1,7,2,22644.0,17,0
48459,1,2,1,12,7,117898.0,18,1
13358,1,2,1,14,6,34800.0,18,1
17428,0,2,1,37,33,140000.0,14,1
18281,1,2,1,8,5,78000.0,11,0
68432,1,2,1,5,2,11607.0,14,0
9580,0,2,1,13,13,76789.0,10,0
18927,0,2,1,10,0,12264.0,5,0
37641,1,3,1,10,2,54480.0,9,0
44115,1,3,1,9,6,72732.0,8,0
62062,1,2,1,10,1,26407.0,12,0
23497,0,3,0,12,8,82854.0,0,0
65399,1,2,1,10,5,54921.0,18,1
50610,0,2,1,25,22,197000.0,15,1
38833,1,3,1,5,5,90482.0,10,0
33358,1,1,1,18,11,70000.0,22,1
25127,1,2,1,15,11,125000.0,5,0
53372,1,3,1,7,2,77850.0,15,1
6553,1,2,1,7,4,95000.0,7,0
35218,1,3,1,10,2,63237.0,16,1
23373,0,3,1,28,18,135000.0,9,1
18000,1,2,1,11,2,115000.0,15,1
54284,1,2,1,5,2,89676.0,19,1
56675,1,0,1,3,2,15477.0,13,0
49344,0,2,1,10,9,53322.0,13,0
1192,0,3,1,15,13,40000.0,11,1
38248,0,2,1,24,21,220000.0,13,0
60623,0,1,1,18,16,40968.0,6,0
38534,1,1,1,10,3,14544.0,16,1
1015,1,3,1,15,7,184092.0,16,0
64170,0,2,1,28,28,180000.0,13,1
54328,0,3,1,15,9,106644.0,14,1
46915,0,2,1,20,15,185000.0,10,0
144,0,1,1,30,20,77832.0,10,0
2260,1,2,0,3,0,55600.0,16,1
68462,1,2,1,11,11,94230.0,21,0
54503,1,2,1,8,4,28374.0,10,0
12212,1,2,1,5,4,26928.0,18,0
63785,1,1,1,1,0,7476.0,10,1
57206,1,3,1,15,9,99000.0,4,0
5972,1,3,1,17,11,83236.0,15,0
51900,1,3,1,6,4,48144.0,10,0
18413,0,2,1,30,19,213791.0,15,0
38728,0,2,1,22,16,86004.0,11,0
18694,0,2,1,15,12,78156.0,21,1
16765,0,2,1,20,20,11916.0,14,0
17543,1,1,0,6,4,7200.0,10,0
40139,1,2,1,8,3,82000.0,10,1
52358,0,2,1,17,13,131000.0,16,1
26515,1,3,1,10,7,20940.0,12,1
38728,0,2,1,22,16,86004.0,11,0
32476,1,2,1,12,3,29832.0,18,1
62991,1,2,1,13,11,29820.0,11,1
42936,0,3,1,26,21,155129.0,30,1
3902,1,2,1,4,2,9324.0,11,0
48006,0,3,1,17,14,66240.0,18,1
49584,1,3,0,6,5,5568.0,3,0
69422,0,1,1,24,19,41625.0,10,0
22226,1,2,1,5,1,1675.0,2,0
5289,1,3,1,10,4,48562.0,5,0
25972,0,2,1,24,14,155000.0,6,0
69817,1,2,1,5,2,90000.0,14,1
44309,0,2,1,32,28,3120.0,8,0
1036,0,1,0,22,18,86478.0,19,1
48669,1,2,1,10,5,136308.0,9,0
60655,1,2,1,14,12,110000.0,14,1
49893,1,2,1,8,5,120000.0,11,0
53392,1,2,1,6,2,28272.0,9,1
64376,1,1,1,10,8,140000.0,14,0
50316,1,2,0,4,2,92000.0,2,0
9790,1,1,1,11,2,12924.0,12,1
46509,1,2,1,11,10,155000.0,44,1
32193,1,2,1,7,4,7068.0,24,1
51811,0,2,1,33,25,213287.0,7,0
13048,1,3,1,7,6,81433.0,6,0
48680,1,1,1,6,6,18576.0,14,1
35331,1,2,1,5,2,49092.0,14,0
39388,1,2,1,10,4,43281.0,13,0
56175,1,2,1,5,4,36375.0,6,0
14184,1,2,1,8,8,33142.0,17,1
25511,0,2,1,11,10,133000.0,11,0
25287,0,2,0,23,21,70000.0,11,1
50171,1,2,1,9,5,45096.0,6,0
37721,0,2,0,6,4,92184.0,5,0
48353,1,2,1,14,7,200000.0,7,0
9873,0,2,1,35,21,68748.0,13,1
5433,0,0,0,17,15,102501.0,12,1
46132,1,3,1,4,4,53322.0,11,0
36824,1,3,1,12,8,54935.0,27,1
28372,1,2,1,7,4,15096.0,12,0
16861,1,2,1,2,0,4608.0,17,1
63620,0,2,1,21,14,95979.0,8,1
1659,1,1,1,5,2,24000.0,17,0
58181,1,2,1,16,12,210000.0,27,1
46059,1,2,1,12,10,86000.0,7,0
14204,0,0,1,18,10,44400.0,11,0
8748,0,1,1,15,8,24000.0,14,0
5558,1,2,1,27,12,116333.0,22,1
34016,1,3,1,20,8,108100.0,22,1
56991,0,2,1,23,19,121518.0,21,1
3174,1,1,1,10,5,14400.0,11,0
39429,1,2,1,5,3,38916.0,16,1
3208,1,2,1,5,2,46740.0,17,1
35447,1,3,1,5,0,2513.0,9,0
44449,1,2,1,8,6,43296.0,15,1
35531,1,3,1,7,1,39444.0,2,0
58401,1,2,1,10,6,130000.0,4,0
38249,0,2,1,10,6,81074.0,24,0
40880,1,1,1,9,6,24000.0,9,1
30331,1,2,1,3,1,56723.0,17,1
69176,1,2,1,15,10,14616.0,9,1
61356,1,2,1,7,2,73009.0,4,0
69959,0,2,1,44,37,70276.0,3,0
40533,1,0,1,8,3,45396.0,20,1
19377,1,2,1,10,7,19724.0,25,1
36228,0,4,0,34,14,120000.0,7,0
49425,0,2,1,25,12,26076.0,14,1
3080,1,2,1,3,1,10716.0,12,0
58536,1,1,1,4,0,135000.0,11,0
36228,0,4,0,34,14,120000.0,7,0
35573,0,0,1,19,15,65470.0,10,0
28022,1,2,1,3,2,80000.0,28,1
9130,1,2,1,8,5,7908.0,13,0
46259,0,2,1,20,14,17352.0,11,0
23220,1,1,1,11,8,13044.0,6,0
68435,1,2,1,16,18,103419.0,14,1
3561,1,1,0,12,6,46020.0,8,0
37063,1,1,1,6,2,3156.0,21,1
3862,0,1,1,21,21,85000.0,15,1
21968,1,3,1,16,4,121979.0,19,1
37319,1,2,1,2,0,44000.0,7,0
13542,0,1,1,25,15,127061.0,21,1
49322,1,3,1,13,3,51192.0,3,0
58969,1,2,1,13,10,70385.0,11,1
45357,0,2,1,13,9,135000.0,8,0
19533,1,2,1,6,1,3348.0,14,1
22747,1,2,1,3,2,11868.0,12,0
12257,1,2,1,9,5,113447.0,12,0
49664,1,2,1,4,2,5988.0,14,1
58348,0,1,1,12,12,106793.0,21,1
59837,0,2,1,11,11,52728.0,11,1
51961,0,3,1,10,2,85104.0,21,1
32647,0,2,1,24,23,200350.0,9,0
45541,1,2,1,8,5,69318.0,19,1
63791,1,2,1,4,0,10318.0,8,0
66232,1,3,1,14,6,195000.0,5,0
20322,1,2,1,4,2,7947.0,12,1
35018,1,1,1,30,10,190000.0,26,1
55528,1,2,1,8,2,51192.0,2,0
15727,1,2,1,3,1,6696.0,14,1
55608,1,3,1,6,5,43724.0,5,0
49767,1,2,1,11,7,50256.0,11,0
51564,0,3,1,12,10,113796.0,7,0
23017,0,2,1,15,10,20105.0,11,1
43007,0,2,1,14,12,63986.0,27,1
16121,1,2,1,10,2,27923.0,12,0
37095,1,1,1,6,0,100000.0,37,1
8042,1,1,1,12,6,45401.0,9,0
28369,0,3,1,10,5,31620.0,12,0
27178,1,2,1,7,3,61616.0,13,0
4436,0,2,1,35,15,83512.0,15,1
66431,1,3,1,7,5,21168.0,21,1
12484,0,1,1,25,20,18876.0,2,0
11751,1,2,1,6,3,13962.0,14,1
46762,1,3,1,12,7,69102.0,5,0
1562,0,2,1,15,10,80928.0,10,0
65810,1,1,1,16,12,29436.0,14,1
38525,1,3,1,7,3,18876.0,13,0
60547,1,2,1,13,7,81049.0,17,1
55163,1,3,1,11,5,14858.0,16,1
9662,0,3,1,14,11,129259.0,13,0
7914,0,1,1,27,26,36753.0,10,0
50954,1,2,1,10,6,3384.0,18,1
58865,1,2,1,13,8,37392.0,8,0
55231,1,3,1,5,3,16536.0,18,1
15073,0,4,0,5,16,27492.0,12,0
34465,1,3,1,8,3,8472.0,15,0
66114,0,3,1,25,24,78084.0,14,1
7030,0,2,1,25,18,22339.0,16,1
66156,0,2,1,23,20,96000.0,18,1
25028,1,2,1,12,6,165000.0,12,0
50757,0,1,0,28,25,200000.0,13,0
46008,1,3,1,5,4,56304.0,12,0
18303,1,0,0,0,0,10000.0,18,1
46896,1,2,1,19,5,135000.0,16,1
24959,1,3,1,5,0,19458.0,7,0
65097,1,2,1,11,5,57920.0,4,0
14461,1,2,1,7,4,2448.0,12,1
64402,1,2,1,5,1,85000.0,29,1
50169,1,3,1,8,2,47990.0,10,1
16409,0,3,1,14,11,29796.0,15,0
61519,1,3,1,15,8,157049.0,18,1
686,1,2,0,6,2,60000.0,29,1
17578,1,2,1,5,1,3888.0,23,1
43171,1,4,1,12,10,71479.0,11,0
10670,1,2,1,7,4,21192.0,15,0
56408,1,1,1,14,9,99179.0,19,1
62302,1,1,1,7,6,120000.0,19,1
15249,1,1,1,2,0,100000.0,2,0
6731,1,3,1,16,13,57732.0,19,0
57748,1,2,1,11,9,95000.0,10,1
43362,1,2,1,5,4,6384.0,23,1
60729,1,2,1,3,2,28496.0,25,1
53803,1,2,1,1,1,200000.0,8,0
12200,1,0,1,7,2,36324.0,13,0
64066,0,2,1,30,26,160000.0,16,1
19472,0,3,1,40,36,120000.0,5,0
27705,0,1,1,0,4,11724.0,4,0
6814,1,3,1,8,8,75669.0,16,1
67802,0,2,1,10,8,64008.0,17,1
29627,0,2,1,40,24,80000.0,17,1
62248,1,3,1,7,3,8700.0,14,1
2111,0,3,0,30,5,27240.0,6,0
60580,0,2,1,15,13,180000.0,19,1
2668,1,1,1,10,3,85000.0,15,1
18091,0,1,1,30,25,177000.0,10,0
28780,0,3,1,9,2,113000.0,15,0
4915,1,2,1,20,11,21996.0,25,1
66426,0,1,1,11,12,185000.0,22,1
8,0,2,1,39,21,68507.0,3,0
60613,1,3,1,10,6,27756.0,11,0
54174,1,3,1,16,10,54120.0,51,1
157,0,0,1,22,22,105000.0,6,0
19808,0,2,1,20,18,27923.0,15,1
53483,1,1,1,9,8,125544.0,36,1
30052,1,1,1,12,9,56616.0,17,1
4975,1,2,1,8,6,36000.0,15,1
46247,1,0,1,8,5,60144.0,11,1
34351,1,2,1,8,1,10860.0,16,1
61028,1,2,1,12,6,17448.0,7,0
7846,1,3,1,15,12,123312.0,11,1
16365,0,3,1,30,20,108098.0,4,0
27619,0,3,1,5,4,165000.0,15,0
24057,0,3,1,22,11,75669.0,8,0
30497,0,1,1,33,27,190000.0,21,0
34401,1,2,1,6,4,5196.0,22,1
20701,1,2,0,20,5,67092.0,10,0
39070,1,3,1,10,8,108098.0,20,1
23486,0,2,1,35,30,160343.0,16,1
10641,1,3,0,16,13,27492.0,19,1
48927,0,3,1,15,5,113761.0,10,0
19695,1,3,1,8,3,22496.0,16,1
53924,0,1,1,36,29,66652.0,10,0
3452,1,2,1,20,11,210000.0,15,0
44098,0,3,1,30,25,12792.0,3,0
19253,1,0,1,4,2,72500.0,18,1
28593,1,3,1,10,3,6468.0,8,0
53693,1,3,1,14,8,93335.0,8,0
2294,0,2,1,22,17,30267.0,9,1
29087,0,2,1,32,22,49944.0,10,0
3693,1,3,1,24,8,64751.0,6,0
61150,0,2,1,27,23,220391.0,17,1
48600,0,1,1,20,8,62820.0,7,0
32172,0,3,1,20,17,14244.0,22,1
45252,1,3,1,14,8,38388.0,12,1
52707,1,2,1,8,4,99288.0,26,1
66340,1,3,1,8,6,30000.0,2,0
63232,0,2,1,7,15,42657.0,14,1
16512,0,2,0,20,17,58639.0,8,0
37806,0,1,1,27,23,77832.0,7,0
28214,1,3,1,3,3,89000.0,14,1
66033,1,2,1,15,11,63986.0,12,1
68513,1,1,1,11,4,49908.0,26,1
33483,1,2,0,7,0,70150.0,6,0
8655,0,2,0,14,14,106895.0,10,1
28890,1,3,1,12,4,86316.0,14,1
49774,0,2,1,22,20,80000.0,9,0
18052,1,2,1,11,12,62318.0,6,0
62308,1,2,1,8,3,100000.0,20,1
19540,1,2,1,5,2,98802.0,23,1
44354,1,2,1,7,4,147072.0,5,0
15419,1,1,1,14,10,21168.0,10,0
65782,1,1,1,13,11,56088.0,14,1
53293,0,0,1,22,20,113234.0,18,1
62993,1,3,1,13,8,42717.0,8,0
3730,0,2,1,20,14,71850.0,15,1
42818,1,3,1,15,11,120000.0,13,1
38629,1,2,1,2,0,15924.0,9,0
26199,0,2,1,45,44,115000.0,4,0
16927,1,1,1,12,6,59304.0,25,1
50396,1,2,1,10,5,90000.0,10,0
28153,0,2,1,19,13,49119.0,5,0
57376,0,3,1,10,5,97605.0,4,0
35535,1,2,1,10,9,180000.0,16,0
59120,1,2,1,22,13,115800.0,17,1
47594,1,2,1,7,3,12468.0,14,1
52246,1,2,1,15,11,74460.0,12,1
15057,0,2,1,7,6,170000.0,12,0
19726,1,3,1,12,4,58167.0,17,0
33331,1,3,1,17,7,56496.0,23,1
5274,0,3,1,30,13,86853.0,18,1
15842,1,1,1,16,11,100992.0,15,1
9904,0,3,1,14,12,153000.0,11,0
16602,0,2,1,20,10,85608.0,7,1
41623,1,2,1,10,4,57588.0,24,1
4630,1,2,1,5,1,78000.0,9,0
46445,1,2,1,12,9,119357.0,24,1
39431,1,0,1,3,2,14916.0,7,0
22220,1,2,1,6,3,17292.0,3,0
3718,1,0,1,8,7,105072.0,5,0
64644,0,1,1,3,2,5200.0,9,0
19069,1,2,1,3,0,4900.0,12,0
42226,1,2,1,16,12,150000.0,7,0
41918,1,2,1,12,0,26384.0,8,0
28603,0,2,1,22,19,90193.0,17,1
61460,1,2,1,4,2,10296.0,21,1
53866,1,2,1,8,7,38692.0,12,0
42643,1,3,1,10,5,72732.0,6,1
62347,1,2,1,4,1,68000.0,19,1
7167,1,2,0,10,5,36193.0,11,1
35737,1,2,1,21,12,170000.0,8,1
1041,0,2,1,13,13,156000.0,7,0
50448,1,3,1,4,3,19200.0,8,0
20509,1,2,1,25,9,66716.0,12,0
60823,0,2,1,22,17,28680.0,10,0
69859,1,2,1,5,5,200000.0,8,0
28060,1,3,1,17,10,54206.0,3,0
24856,1,2,1,20,8,24000.0,16,0
50268,0,3,1,22,18,69318.0,10,1
38486,0,2,1,21,12,120000.0,4,0
65119,1,0,1,5,0,17063.0,14,1
46440,1,3,1,2,2,26400.0,17,1
43202,1,3,1,6,1,38392.0,18,1
37329,0,2,1,31,22,185000.0,24,1
16633,0,3,1,27,17,118908.0,11,1
58558,0,2,1,8,6,24000.0,3,0
48327,1,2,1,8,4,156000.0,10,1
68289,0,2,0,21,6,69102.0,7,0
53158,1,2,1,5,2,54494.0,17,1
9763,0,3,1,17,15,132283.0,17,1
50422,1,2,1,13,13,110000.0,14,1
13493,1,3,1,8,3,48644.0,13,1
15103,1,2,1,5,2,38916.0,2,0
700,0,2,1,30,26,150000.0,13,0
26143,1,2,1,13,6,116000.0,9,0
63142,1,1,1,10,7,37932.0,15,1
9046,1,2,1,8,3,25980.0,9,1
55609,1,2,1,3,0,10318.0,8,0
25242,1,2,1,6,0,7524.0,12,0
35355,0,3,1,30,18,86478.0,12,1
58284,0,1,1,5,4,85000.0,11,1
24923,1,2,1,11,8,6000.0,9,0
1784,0,4,0,15,3,110256.0,12,0
5815,1,2,1,20,10,33504.0,18,0
32449,1,2,1,13,8,27144.0,10,0
