,Age,EdLevel,Employment,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,ComputerSkills,Employed,Gender_Man,Gender_NonBinary,Gender_Woman,PCA1,PCA2,MDS1,MDS2
547,1,2,1,1,14,8,United Kingdom of Great Britain and Northern Ireland,100511.0,10,0,1,0,0,-0.5836518223467811,-3.46962886360441,1.1143428455156377,3.1678515361252084
548,1,2,1,1,4,4,China,47154.0,4,0,1,0,0,-11.00038665182216,-9.235157079458553,12.670883541575737,7.506578105965629
549,1,2,1,1,7,5,Brazil,54977.0,14,0,1,0,0,-7.826640715491012,0.6945546203166107,7.796816095268015,-1.993799601159453
550,0,2,1,1,15,12,Finland,49296.0,19,1,1,0,0,2.899318074225883,5.468670559764274,-3.63243394318858,-5.247638699962516
551,0,4,1,0,22,13,Germany,67444.0,4,0,0,0,1,8.649037178493625,-9.672866572580654,-7.318385273400818,10.672514336749936
552,0,3,1,1,28,24,United States of America,160000.0,25,1,1,0,0,20.680855135268693,11.096047520251705,-22.065699150314813,-8.70191970344285
553,1,3,1,1,5,5,India,13962.0,4,0,1,0,0,-9.595448844638568,-9.264558256375329,11.262767607154219,7.8400507212052
554,0,1,1,1,33,30,United States of America,160000.0,14,1,1,0,0,28.105630959153185,-0.0581037087979644,-28.32105149080788,3.300700827097527
555,1,3,1,0,3,1,France,35672.0,3,0,1,0,0,-13.686022250387289,-10.185507794054553,15.280210341171635,7.812158873876797
556,1,0,0,1,17,10,Australia,173705.0,18,1,1,0,0,3.1786126106341657,4.450627397040689,-3.7417379755228,-4.130805416193957
557,1,2,1,1,8,5,Netherlands,63986.0,15,0,1,0,0,-7.0278897996968706,1.6750375095991783,6.8064110375801485,-2.8174011079295065
558,1,2,1,1,8,3,United States of America,160000.0,12,1,1,0,0,-8.346448945818521,-1.3039899421488303,8.510931696556488,-0.051622154575949375
559,1,4,1,1,18,10,Sweden,55092.0,10,1,1,0,0,3.78119391129378,-3.5669867010616896,-3.265886932180668,3.9254872468188915
560,1,2,1,1,10,5,United States of America,88000.0,9,1,1,0,0,-5.600711205597387,-4.362092092342159,6.2283177523488815,3.342031480929885
561,1,4,1,0,8,6,United Kingdom of Great Britain and Northern Ireland,87948.0,13,0,1,0,0,-6.440775350039723,-0.3344917947721588,6.545771807184428,-0.767289974112457
562,0,3,1,0,15,10,Serbia,83184.0,10,0,1,0,0,1.450757526750134,-3.5090472692571226,-0.8973700633751567,3.4528857398432775
563,1,2,0,1,10,4,Czech Republic,11952.0,10,0,1,0,0,-6.210907543069429,-3.3524189583294253,6.670622224860779,2.3209396267105773
564,0,2,1,1,22,18,Argentina,60588.0,31,1,1,0,0,12.368999847116358,17.270501561361595,-14.61336860489549,-15.638750912223477
565,1,3,1,1,10,6,United States of America,143000.0,8,0,1,0,0,-4.991228538610054,-5.371802771709731,5.8012479729797874,4.399636270690162
566,0,4,1,1,40,20,France,59720.0,13,0,1,0,0,27.231486283224548,-1.0926656439709734,-28.006805918779357,4.293939665085722
567,0,3,0,1,17,15,United States of America,160000.0,12,1,1,0,0,6.194921062867042,-1.5982042503683818,-6.131385990015731,2.187394054463424
568,0,1,1,1,27,24,Bulgaria,22908.0,11,1,1,0,0,19.600655701948398,-2.881586216822142,-19.402852148751496,5.207341953947972
569,1,2,1,1,12,4,Israel,111204.0,20,1,1,0,0,-4.440124783172253,6.606797801336165,3.429004564994078,-7.5476265329356
570,0,2,0,0,22,18,Sweden,98184.0,11,0,1,0,0,11.943958250685178,-2.7246965653943542,-11.602506023666146,4.070859171775033
571,1,3,1,1,3,1,Georgia,21204.0,12,0,1,0,0,-13.494670453533471,-1.1876642663554808,13.679264033435574,-0.9414221816214009
572,0,2,1,1,25,20,Germany,81074.0,2,0,1,0,0,15.340791860067974,-11.800576800557625,-13.722606842655924,13.629379538636888
573,0,2,1,0,15,15,Romania,20712.0,6,0,1,0,0,4.5080440813772915,-7.558439388046239,-3.568376001206397,8.61811391159756
574,1,1,1,1,7,2,Kazakhstan,25572.0,10,0,1,0,0,-9.799701847755518,-3.2744142842879813,10.243921712772257,1.7008175547089666
575,1,2,1,1,8,3,United States of America,110000.0,14,0,1,0,0,-8.305512650517912,0.6954473870496826,8.17299355783318,-2.008599494569096
576,1,1,1,0,10,3,Portugal,11520.0,11,0,1,0,0,-6.818539983383936,-2.3426109407386257,7.124487873351759,1.2849441636990269
577,0,1,1,1,48,46,United States of America,100000.0,12,0,1,0,0,49.78084715451985,-2.5079123213212458,-49.83408401043685,8.112010622540314
578,0,2,1,1,26,19,Latvia,51888.0,10,1,1,0,0,15.65852481980521,-3.8117736980884134,-15.07602982396831,5.591411638692482
579,1,2,1,1,8,4,United States of America,115000.0,21,0,1,0,0,-7.527198781199946,7.683753593994647,6.414285553887131,-8.796735100550519
580,1,2,1,1,0,0,China,21624.0,3,0,1,0,0,-16.646821078211886,-10.117598002774702,18.276406893324815,7.294259999915552
581,1,2,1,1,11,8,Italy,54049.0,22,1,1,0,0,-2.6608262809583203,8.585336693242326,1.4960061900162314,-9.0462328395853
582,0,2,0,1,20,10,Canada,90758.0,17,0,1,0,0,5.485873219412889,3.3928268555442087,-6.063948240725837,-2.954364075038626
583,0,2,1,1,20,15,Argentina,114000.0,13,0,1,0,0,8.546066062139932,-0.6564123668868598,-8.391321790823348,1.5855562260001734
584,0,3,1,1,30,18,Denmark,104208.0,20,1,1,0,0,18.35304191805349,6.1188119921748125,-19.147952586415414,-4.1166194849595
585,0,2,0,1,43,30,United Kingdom of Great Britain and Northern Ireland,129250.0,5,0,1,0,0,35.68404227954532,-9.248992300837438,-34.44545251845086,13.385808157495916
586,1,2,1,1,11,4,United States of America,125000.0,26,1,1,0,0,-5.0888917293525076,12.624698408172414,3.2820443258472114,-13.449912660353684
587,1,2,1,1,1,1,Australia,9600.0,3,0,1,0,0,-15.241165531726674,-10.146961420281027,16.927531129471188,7.565855184827355
588,0,2,0,1,20,5,Brazil,10000.0,21,1,1,0,0,2.423730192744451,7.441963481119111,-4.177153734085972,-8.860301992351035
589,0,3,1,1,22,14,Jamaica,25845.0,24,1,1,0,0,9.702876656386296,10.312278884964742,-10.995862592172495,-9.09001369134339
590,1,3,1,1,3,2,Ukraine,7728.0,6,0,1,0,0,-12.994088678289659,-7.196313390587051,14.202172082511012,5.021045143812196
591,0,4,1,1,23,17,France,57588.0,11,0,1,0,0,12.090777791041889,-2.734019892198542,-11.660461147128565,4.060432830391435
592,0,1,1,1,29,18,Spain,64859.0,24,0,1,0,0,17.65984135891084,10.137091280092656,-18.899248983394536,-8.078790651745116
593,0,2,0,1,20,17,United Arab Emirates,78432.0,19,1,1,0,0,9.93062219266403,5.322012686798918,-10.69280848582494,-4.2472815905431975
594,1,3,1,0,14,3,Germany,62240.0,12,0,1,0,0,-3.6869858861607363,-1.4199429688933025,3.6025586614227216,0.9900325756864158
595,0,2,1,1,25,15,Germany,60144.0,10,0,1,0,0,12.365940681233273,-3.7522804159123635,-11.845269621320325,5.300533204845288
596,1,1,1,1,13,7,Dominican Republic,24325.0,38,1,1,0,0,-1.3954553888499872,24.552948471719173,2.1200007863895785,23.832421619902536
597,1,3,1,1,14,7,Portugal,23639.0,7,0,1,0,0,-1.2791393703815714,-6.459010237516242,2.205786187302681,6.081767163004238
598,1,3,1,1,5,4,France,67186.0,12,0,1,0,0,-10.052051256420345,-1.256311710750948,10.409129163107593,-0.40837440741813463
599,1,2,1,1,6,4,United States of America,54000.0,11,1,0,0,1,-9.296684537895816,-2.2753949318761384,9.722645855661339,0.7309274524046686
600,1,2,1,1,2,2,Viet Nam,6732.0,2,0,1,0,0,-13.856515352350147,-11.176071764862952,15.74927735666066,8.828040497724409
601,1,3,1,1,14,4,Germany,56211.0,13,1,1,0,0,-3.0369408820529484,-0.43023599255715456,2.882895921281996,-0.16315918080034958
602,1,1,0,1,9,3,Mexico,7752.0,13,0,1,0,0,-7.553165740084848,-0.32379470258520776,7.564050316097522,-0.9094997198596639
603,0,2,1,1,9,5,Ireland,54049.0,13,1,1,0,0,-6.29372873579304,-0.343803175489245,6.341100090205764,-0.69098368892789
604,1,0,0,0,1,0,Denmark,50200.0,5,0,1,0,0,-15.826090890076633,-8.137316950421345,17.090445430417425,5.470981475975182
605,0,2,1,1,37,28,United Kingdom of Great Britain and Northern Ireland,96945.0,20,1,1,0,0,30.082039177718336,5.883268666506625,-30.635182047411107,-2.2110547698239267
606,1,2,1,1,15,11,India,120000.0,14,1,1,0,0,2.166202721541187,0.480025912409498,-2.191965478371057,-0.3715761888454895
607,1,2,1,1,3,0,United Kingdom of Great Britain and Northern Ireland,27641.0,18,1,1,0,0,-13.995490898795431,4.820972301730484,13.279599055148394,-6.875027916659489
608,1,3,1,1,10,4,France,51887.0,18,1,1,0,0,-6.039026932004362,4.645758353747405,5.339637566114895,-5.646830520416268
609,1,3,1,1,22,10,United Kingdom of Great Britain and Northern Ireland,167100.0,21,0,1,0,0,7.127984267319727,7.3534231913113235,-8.353564305086966,-7.020577818387555
610,0,3,1,0,25,10,United States of America,200000.0,17,1,1,0,0,9.375225424514362,3.29653951876455,-10.564305378365555,-3.072760957020519
611,0,2,1,1,27,24,United States of America,150000.0,7,0,1,0,0,19.519701714576556,-6.880412548596536,-18.759254358857163,9.299557657055619
612,1,2,1,1,15,11,France,68252.0,11,1,1,0,0,2.100500658550559,-2.5193561740637946,-1.6993918949573799,2.564582150719653
613,0,3,1,1,19,11,Germany,89721.0,9,0,1,0,0,5.1671154942319415,-4.596030158615382,-4.493630623293045,5.108427593972923
614,1,2,1,1,4,4,India,170244.0,10,0,1,0,0,-10.868318155854329,-3.2363579547976675,11.677326115905002,1.4701576497365327
615,1,2,1,1,9,3,Sweden,67500.0,21,1,1,0,0,-7.380613333442361,7.674417951857421,6.231889363100575,-8.85308755130704
616,1,2,1,1,12,1,India,7029.0,13,1,1,0,0,-6.479668580950143,-0.36159425631141534,6.464414544524312,-1.0045965256441989
617,0,2,1,1,2,0,Netherlands,31992.0,10,1,1,0,0,-14.942999544509448,-3.1578295726599923,15.388969055271211,0.764847345719215
618,1,1,1,1,5,3,Colombia,7068.0,11,1,1,0,0,-10.70433909412525,-2.246136679893356,11.114454136471425,0.49752551189177197
619,1,1,1,1,14,4,Sweden,44796.0,22,1,1,0,0,-2.8454855677157638,8.56761298107352,1.4810251534787329,-9.578863939053997
620,0,3,1,1,20,15,United States of America,100000.0,20,1,1,0,0,8.694802091702995,6.341905476591105,-9.474142688366921,-5.277560942201643
621,0,2,1,1,16,13,United States of America,193000.0,16,1,1,0,0,4.246306406517758,2.4402951508074318,-4.590095002787395,-2.081303447003213
622,0,2,1,1,41,23,United States of America,120000.0,8,1,1,0,0,29.790881559153092,-6.140807440773239,-29.2354639899308,10.422251513476345
623,0,4,1,1,39,32,United States of America,90000.0,11,0,1,0,0,33.95995503909674,-3.1933880532445778,-33.492685307592545,7.154261103913058
624,1,2,1,1,13,8,South Korea,39576.0,6,1,1,0,0,-1.4481108365432902,-7.4494941568760975,2.550824904287521,6.951004764833024
625,1,3,1,1,8,5,Ukraine,52800.0,7,0,1,0,0,-7.198795623952505,-6.323088520103741,8.201210272505806,5.043313396299139
626,1,0,0,1,7,0,Austria,14592.0,30,1,1,0,0,-10.631625008559345,16.74092237734735,8.256211464795555,-18.331115200623277
627,0,2,1,1,23,12,Germany,70804.0,5,0,1,0,0,8.818662944320087,-8.68234823129414,-7.627494820458714,10.040144887541224
628,0,3,1,1,24,11,Taiwan,45404.0,14,0,1,0,0,9.157840093068929,0.3062248841487195,-9.62884336034911,0.5280541606896881
629,1,2,1,1,8,2,United States of America,73000.0,7,0,1,0,0,-9.084911537676561,-6.292915901392556,9.991287643715017,4.8780850972762995
630,0,2,0,1,22,18,New Zealand,57900.0,12,1,1,0,0,11.963908166689325,-1.7250051643452342,-11.754146306086302,3.0525291951538276
631,0,1,1,1,5,5,Brazil,24744.0,14,1,1,0,0,-9.381925083056498,0.7330935717116934,9.547366039906462,-2.4075962116731175
632,1,2,1,1,16,3,Norway,76066.0,17,1,1,0,0,-2.0256787383945674,3.5403051105526995,0.915921876048569,-5.209057488912535
633,1,1,1,1,7,5,Brazil,11544.0,9,0,1,0,0,-7.934692479053775,-4.304339152924382,8.674163612643534,2.9611541789343914
634,1,3,1,1,11,6,United States of America,155000.0,18,1,1,0,0,-4.000533847009576,4.606554788580065,3.350359183980344,-5.261491012432788
635,0,3,1,1,17,15,Denmark,103242.0,13,1,1,0,0,6.21431239812408,-0.5985422355875782,-6.278863071074544,1.1759000384059415
636,1,2,1,1,10,8,United States of America,96000.0,15,1,1,0,0,-3.585744212871201,1.6063651491301503,3.355607858407698,-2.34814916652637
637,0,2,1,1,15,8,Mexico,37633.0,8,0,1,0,0,0.14871418126006183,-5.488563984678686,0.6509361053598002,5.310446922776155
638,0,2,1,1,25,10,Germany,37834.0,12,1,1,0,0,9.263147803974167,-1.7025660500206927,-9.688388530199942,3.3250738106874826
639,1,3,1,1,9,3,France,35672.0,7,0,1,0,0,-7.68011396904888,-6.322324456092856,8.59836659638035,5.072086242071334
640,1,1,1,1,20,16,Portugal,32424.0,9,0,1,0,0,9.086970419468216,-4.665656448641813,-8.478798489609966,5.629380863174354
641,0,4,1,0,17,14,United States of America,115000.0,5,0,1,0,0,5.4152509212482185,-8.58658180918494,-4.2510776563782695,9.19258687858121
642,1,2,0,1,5,2,Brazil,4944.0,22,1,1,0,0,-11.098870726374706,8.761300914703307,9.860506903733949,-10.34698635047788
643,0,3,1,1,17,9,United States of America,180000.0,8,0,1,0,0,2.3367342651921397,-5.536948440476542,-1.5410687489665142,5.724610269379811
644,0,1,1,1,36,14,United States of America,170000.0,17,1,1,0,0,20.438368608732002,3.0440430450939457,-22.61582062829173,-2.8594858343441056
645,1,1,1,0,9,2,Brazil,10992.0,4,0,0,0,1,-8.373831852985514,-9.31161273008263,9.756718275248126,8.117567208237814
646,1,1,1,1,5,0,Kenya,13735.0,23,1,1,0,0,-12.335124054615445,9.78117091292391,10.937868755329726,-11.600002717052083
647,0,0,1,1,31,23,Brazil,62316.0,24,1,1,0,0,22.35868244901298,10.048266219613941,-23.48471384153786,-7.2825998878190825
648,1,2,1,1,9,4,Kenya,40000.0,10,0,1,0,0,-6.987086156458916,-3.3330724859353467,7.456368704547752,2.1451102306726075
649,1,2,1,1,9,4,Indonesia,8784.0,8,1,1,0,0,-7.030776227039177,-5.332654687973947,7.804639102318725,4.097116785236852
650,1,3,1,1,7,2,Sweden,61368.0,21,0,1,0,0,-9.564014123451768,7.723045423210945,8.433715211696288,-9.16982831916997
651,1,2,1,1,7,6,United States of America,110000.0,6,0,0,0,1,-7.36636799351547,-7.313498834656656,8.662057269638854,6.202095597691746
652,1,2,1,1,7,2,India,12897.0,6,0,1,0,0,-9.8853948878942,-7.2734899319883075,10.956826387092471,5.639772631111757
653,1,2,1,1,8,3,United States of America,82000.0,11,1,1,0,0,-8.370409494643523,-2.3038923378174427,8.677297115172337,0.9356204699835278
654,0,2,1,1,43,37,Netherlands,62387.0,2,0,1,0,0,40.02036298804297,-12.318720050103277,-38.527717595600876,16.985709275647167
655,1,3,1,1,12,6,United Kingdom of Great Britain and Northern Ireland,62820.0,21,1,1,0,0,-3.1625822914850366,7.586383696287269,2.1114828268100654,-8.103126162038457
656,1,1,1,1,7,6,United States of America,65000.0,25,1,1,0,0,-6.962893260925512,11.681922825348865,5.367426524034468,-12.793805551986557
657,1,2,1,1,7,3,Estonia,26880.0,13,1,1,0,0,-9.10677643372427,-0.28516770119677903,9.131503549531072,-1.1607886095096966
658,1,3,1,1,10,6,Brazil,24924.0,7,0,1,0,0,-5.016547936653282,-6.371776654818494,5.981606317061408,5.3829634451372845
659,1,2,0,1,8,6,United States of America,210000.0,23,1,1,0,0,-6.2234787779847505,9.663358516383672,4.886512162698651,-10.664957434377646
660,0,3,1,1,30,25,Germany,108098.0,5,0,1,0,0,22.43597182084366,-8.94794866234479,-21.377225128798173,11.476086068620754
661,1,0,1,1,13,10,Slovakia,33732.0,20,1,1,0,0,0.10797968263427496,6.527089994537489,-0.9953103848539051,-6.662328895497822
662,1,3,1,1,3,3,India,18056.0,9,1,1,0,0,-12.30085742485457,-4.207050717648803,13.210933775146776,2.2151447024400843
663,0,1,1,1,8,5,Sweden,48756.0,12,1,1,0,0,-7.092353653890433,-1.324279436182942,7.321573126609457,0.1344212215514786
664,1,2,1,1,5,5,United Kingdom of Great Britain and Northern Ireland,82726.0,12,1,1,0,0,-9.422590734219469,-1.2663295192208424,9.917312420225965,-0.3437253780106906
665,1,3,1,1,2,0,South Korea,18912.0,3,0,0,0,1,-15.092653770420192,-10.15619572135503,16.64970354892951,7.557970703040356
666,1,2,1,1,11,5,India,77383.0,7,0,1,0,0,-4.866573198322671,-6.380933990412401,5.789069213143355,5.481747348813543
667,1,3,0,1,13,12,Ukraine,60000.0,22,1,1,0,0,1.4093692031549132,8.506572313005554,-2.636733047621135,-8.699947153685153
668,1,1,1,1,8,5,Germany,44076.0,11,0,1,0,0,-7.113828155587971,-2.3240510438709205,7.487077586948402,1.1132381585522104
669,1,2,0,1,16,8,India,4644.0,16,1,1,0,0,1.0952518038202859,2.4901868053393232,-1.4740140842895617,-2.513686913279923
670,0,2,1,1,42,27,United States of America,110000.0,9,0,1,0,0,33.10472238209103,-5.200540574371887,-32.472999386405,9.195065111592998
671,0,3,1,1,21,14,Poland,92724.0,19,1,1,0,0,8.821435589047983,5.332878326376952,-9.44177763652982,-4.262980322686817
672,0,3,1,1,4,3,United States of America,62000.0,11,1,0,0,1,-11.47960615690133,-2.226742251906378,11.962652840367994,0.35806090294117554
673,0,3,1,1,13,8,Austria,72642.0,6,0,1,0,0,-1.4469896740457902,-7.449435173851446,2.5491942697328605,6.949953461623546
674,1,2,1,1,18,3,India,13962.0,15,1,1,0,0,-0.5161568593918583,1.5020749296754237,-0.7790789750897188,-3.2753118309575044
675,1,2,1,1,9,4,Canada,134305.0,19,0,1,0,0,-6.7920462144305755,5.664965070691951,5.956139938507089,-6.721016265389326
676,1,1,1,1,5,3,Germany,43239.0,21,1,1,0,0,-10.48995447260702,7.751560437010363,9.428946980995223,-9.301456553700483
677,1,2,1,1,20,10,Russian Federation,18876.0,11,0,1,0,0,5.355541023244615,-2.6058809244506596,-5.052856087229084,3.3520298182195147
678,0,1,1,1,24,20,India,55847.0,11,1,1,0,0,14.754649222052823,-2.783456024266497,-14.425778618009165,4.479944965327011
679,0,1,1,1,15,13,United States of America,140000.0,18,1,1,0,0,3.5100113498689574,4.45902356907729,-4.1768328376355655,-4.27589321040428
680,0,1,1,0,10,8,Belgium,33158.0,4,0,1,0,0,-3.822348980691173,-9.391142802936756,5.310419551408656,8.750587022572654
681,0,3,1,1,37,26,Romania,35280.0,8,0,1,0,0,28.566291279548487,-6.093909388206442,-27.719974339087393,9.375599981695386
682,0,1,1,0,25,20,United Kingdom of Great Britain and Northern Ireland,64630.0,10,0,1,0,0,15.510760839231795,-3.8025000571600103,-14.995851287412563,5.5656533623935935
683,1,2,1,1,12,6,United States of America,106000.0,11,1,1,0,0,-3.374276373919641,-2.411171874557377,3.717474036042855,1.7699021933353345
684,1,2,1,1,6,2,Greece,54049.0,6,0,1,0,0,-10.661129186477927,-7.254120084721094,11.74673710080703,5.448116441904195
685,1,2,1,1,9,3,Germany,53322.0,8,0,1,0,0,-7.65819969605779,-5.3225297125605096,8.42068404104599,4.075482471557475
686,1,2,1,1,10,6,United States of America,120000.0,17,1,1,0,0,-4.800166034638006,3.626025536635132,4.294696038972936,-4.402830101933274
687,1,2,1,1,12,4,United States of America,62000.0,6,0,1,0,0,-4.740214583466261,-7.38997560186713,5.7917568314614325,6.783638202340972
688,1,3,1,1,13,3,Germany,58373.0,12,0,1,0,0,-4.464246635312267,-1.400653426373773,4.462889565953042,0.7428367779614364
689,1,4,1,0,13,3,France,35028.0,14,1,1,0,0,-4.422406554057177,0.5988314499281737,4.109713888385465,-1.5956723795123942
690,0,2,1,1,37,29,United States of America,150000.0,5,0,1,0,0,30.393034446228317,-9.123131115611745,-29.220735621792663,12.553485467259774
691,1,1,1,1,11,7,United States of America,186000.0,23,1,1,0,0,-3.26397003637273,9.59538085520356,1.96117102672967,-10.094663554385274
692,0,2,1,1,28,18,United States of America,130000.0,13,1,1,0,0,16.650446454511023,-0.8408919358479751,-16.48545058990671,2.8048203023189364
693,1,2,1,1,10,5,Sweden,55224.0,9,0,1,0,0,-5.601822535120707,-4.362150558065746,6.230568751896155,3.3411287388866713
694,1,1,1,1,9,7,Switzerland,66072.0,16,1,1,0,0,-4.971506399907204,2.6354169923125514,4.620956070579677,-3.5437819602075415
695,0,2,1,1,18,17,United Kingdom of Great Britain and Northern Ireland,87948.0,10,1,1,0,0,8.184843226245674,-3.637246793338427,-7.949244765947737,4.7542869293946035
696,1,3,1,1,5,3,Netherlands,36324.0,10,0,0,0,1,-10.724662934402742,-3.245847752653475,11.279192830735886,1.4822982128889306
697,0,2,1,1,30,24,United States of America,71.0,20,1,1,0,0,22.12311262731061,6.058353060896451,-22.824653655313533,-3.4032113968863382
698,0,2,1,1,20,10,United States of America,90000.0,9,1,1,0,0,5.315320975346088,-4.605280572725784,-4.7115884086246655,5.375189235519436
699,1,1,1,1,3,0,Germany,35832.0,24,1,1,0,0,-13.867318261104998,10.819566469924009,12.319881149233797,-12.742188190408074
700,1,2,1,1,5,1,United States of America,67000.0,19,1,1,0,0,-11.789647669454173,5.7721673601119,10.953907209708767,-7.520042659698254
701,1,2,1,1,5,1,Sweden,39012.0,13,1,1,0,0,-11.918491560213104,-0.22646212190667497,11.934047883447962,-1.646619266771032
702,1,2,1,1,8,5,Cyprus,74651.0,6,0,1,0,0,-7.219370544139694,-7.3228128018790875,8.384910841907722,6.033269129350673
703,0,3,0,1,17,15,Poland,115176.0,14,0,1,0,0,6.236032859803379,0.40124231176231545,-6.431701447024297,0.17400015716547776
704,1,2,0,0,4,1,Kenya,2376.0,12,0,1,0,0,-12.718179219378639,-1.2069942921431567,12.88242188785402,-0.8024294350230542
705,0,3,1,0,34,27,United States of America,200000.0,7,0,1,0,0,26.84810530687653,-7.045535028005079,-25.96223284471095,10.016243732965174
706,0,3,0,1,46,44,United States of America,130000.0,24,1,1,0,0,47.22552768892786,9.54798424507794,-48.60982479615284,-4.1188606793357145
707,1,2,1,1,5,1,Canada,33278.0,13,1,1,0,0,-11.918685981847432,-0.22647235019746836,11.93450407424817,-1.6466982827114884
708,0,0,1,1,35,33,Germany,213287.0,5,0,1,0,0,31.356655484950213,-9.12460745822891,-30.47368948221153,13.242749413155074
709,0,2,1,1,8,5,United States of America,135000.0,16,1,1,0,0,-7.004166123829211,2.674927443663418,6.632093228484239,-3.8070812596811434
710,1,2,1,1,10,6,Ukraine,50400.0,24,1,1,0,0,-4.653315223573129,10.624244201011582,3.186826190104591,-11.27856119805983
711,1,1,1,1,10,6,United Kingdom of Great Britain and Northern Ireland,71803.0,23,1,0,1,0,-4.673905334010088,9.624519120095268,3.3456053371157606,-10.300259875890347
712,1,1,1,1,9,4,Austria,30708.0,26,1,1,0,0,-6.646348133101001,12.663123091328936,4.849530673310574,-13.582757417979497
713,0,2,1,1,20,19,United States of America,210000.0,10,0,1,0,0,11.001108103794952,-3.695713015640079,-10.778270167779286,5.257678864210262
714,0,2,1,1,18,18,United States of America,150000.0,15,1,1,0,0,8.922459911069673,1.351634663742986,-9.572485757683609,-0.6789464388678133
715,1,2,1,1,16,14,Netherlands,181294.0,23,1,1,0,0,5.024053828709273,9.428571557643222,-6.330286658237788,-9.048469141347278
716,1,2,1,1,9,0,Turkey,1968.0,27,1,1,0,0,-9.141741238558815,13.703017199216232,7.16267690088355,-15.452779539708295
717,1,2,1,1,11,7,United States of America,185588.0,6,0,1,0,0,-3.6263529092291686,-7.400595291543775,4.743888874294649,6.619018665513128
718,1,4,0,1,7,4,United Kingdom of Great Britain and Northern Ireland,72871.0,11,0,0,1,0,-8.518915051004232,-2.294657710308632,8.884156676788713,0.8720357766152599
719,1,2,1,1,5,2,India,25794.0,29,1,1,0,0,-10.948953044569523,15.759680923499399,8.757981238928513,-17.19885572285055
720,1,2,0,1,16,13,Germany,97284.0,13,0,1,0,0,4.179113529014032,-0.5591653656431183,-4.12838894099429,0.8710332992107966
721,0,4,1,1,24,7,United States of America,205000.0,4,0,1,0,0,6.434358863890749,-9.650940909520799,-5.16344279342939,12.754712380460303
722,1,2,1,1,2,1,Malaysia,8208.0,15,0,1,0,0,-14.208293284415852,1.8308987704401634,14.006266911690746,-3.9961216948545215
723,0,2,1,1,23,16,United States of America,110000.0,14,1,0,0,1,11.527568757740717,0.27540890738782764,-11.465739836982307,1.0356594167440534
724,0,0,1,1,24,21,France,87.0,16,1,1,0,0,15.488271278069126,2.205215280147508,-15.880731765296895,-0.47903042551744585
725,1,0,0,1,2,1,Malaysia,8076.0,10,0,1,0,0,-14.314876849306128,-3.167917762616028,14.853338040961848,0.8609773419993115
726,1,2,1,1,6,3,Germany,60792.0,5,0,1,0,0,-10.053282760301153,-8.263916844770351,11.346542162347937,6.510686574638481
727,1,4,0,1,15,11,Russian Federation,27012.0,13,1,1,0,0,2.141733977485054,-0.5199032188054022,-2.0309298362020627,0.5945222087368519
728,1,2,1,1,5,2,India,36000.0,19,1,1,0,0,-11.161765170075336,5.762066533739405,10.345572781074031,-7.4059902542596046
729,0,3,1,1,14,12,United States of America,153000.0,11,0,1,0,0,1.9551781715595296,-2.5099540890637404,-1.6540466907294378,2.616438347010413
730,1,1,0,1,3,0,Uruguay,7248.0,12,0,1,0,0,-14.124077267351236,-1.1776436323514718,14.261603608631486,-1.0383886710753367
731,1,2,0,1,5,5,Slovenia,20760.0,9,1,1,0,0,-9.48863925696935,-4.2657298325297335,10.441940320209016,2.7905156349430813
732,1,3,1,1,13,8,France,58654.0,13,0,0,0,1,-1.2982532376010338,-0.451117308967918,1.400313136429411,0.11901671161910586
733,0,0,1,1,27,15,Bangladesh,60000.0,8,0,1,0,0,13.877563426030004,-5.79040007274054,-13.083088343578876,7.9328198122055245
734,1,2,0,1,15,10,Russian Federation,97288.0,13,0,1,0,0,1.5151832018784284,-0.5097323320301878,-1.3885993580944012,0.518412433177961
735,1,3,1,1,19,5,Czech Republic,23388.0,3,0,1,0,0,1.2633697844666227,-10.53445486828981,0.22891756955060183,12.055516279489927
736,0,2,1,1,25,16,United States of America,170000.0,21,1,1,0,0,13.233073154114049,7.235265870904813,-14.085548062404142,-5.649264901876148
737,1,2,1,1,8,2,Brazil,19236.0,12,0,1,0,0,-8.980155414084452,-1.2941955078481509,9.143931086339128,-0.14766231584879705
738,1,2,1,1,11,2,United States of America,150000.0,18,1,1,0,0,-6.516437822695167,4.646727984284152,5.767237378954137,-6.167657301205542
739,1,2,1,1,18,8,United States of America,125000.0,19,1,1,0,0,2.7175394081150293,5.451098393619346,-3.607610637379254,-5.528655902449867
740,0,2,1,1,12,9,Israel,143484.0,14,1,1,0,0,-1.4222571263955093,0.558048181822477,1.3475193617470893,-0.9355260499493947
741,1,0,1,1,9,2,United States of America,45000.0,16,1,1,0,0,-8.116888936215275,2.6856070475066414,7.687615012732714,-4.147376434890462
742,1,2,1,1,10,6,Viet Nam,15528.0,11,1,1,0,0,-4.931603253663402,-2.372740377297119,5.287868608784045,1.4706340472798813
743,1,2,1,1,11,7,Belgium,40956.0,21,1,1,0,0,-3.3115196510395317,7.595595607143962,2.278553419496826,-8.109995057414269
744,0,2,1,1,9,5,The former Yugoslav Republic of Macedonia,15156.0,19,1,1,0,0,-6.167152566227941,5.654707004416227,5.363766716876438,-6.6031508049412855
745,1,2,1,1,6,1,United States of America,110000.0,9,1,1,0,0,-11.224218223587286,-4.244684972277885,11.838253439830794,2.454054196204004
