,PC1,PC2
0,-8.659966881731428,-9.56160544575634
1,-4.303402456047365,-1.5095807293956836
2,-1.2770633123046016,-6.470333540619858
3,-5.987053581495708,-0.5163994551199489
4,33.3665361286436,-10.902103463628775
5,-8.416529951023996,-8.578481593487135
6,14.691420751579034,3.8003771620736173
7,-2.637301248865096,-9.493159957645918
8,26.826980574450783,-10.052648644757102
9,8.972998685897375,-7.2747580838109505
10,-12.464976683974303,4.3825312179155995
11,-10.851319951374998,-0.6023511890854099
12,4.386231981013966,-8.376875092486312
13,-10.493281851656855,-6.617549395868674
14,-10.084713669382714,-8.585219217241152
15,9.713727728894826,2.7230019509686545
16,-10.594098979080504,-8.609393072629226
17,-3.871484279448608,11.504116353996483
18,17.05573284237137,0.7658029172645919
19,9.56776457420772,3.73113531753417
20,-10.964948828326984,-1.5938101384022387
21,8.98438651287316,-7.332002034020229
22,5.1233385792486015,-6.369702029763649
23,13.234642366014544,-1.2135427587120255
24,-7.6797793529205745,-6.571370976817365
25,12.18085839647354,-7.252719648533268
26,-2.815050648924562,25.533709579680934
27,-3.85707900560449,-5.475891969654502
28,-7.056107114404604,-5.555622743105456
29,-3.215933426238998,10.520192343882508
30,6.18886261893431,7.602244255201837
31,18.008823096227275,-3.176793780307564
32,-2.180746076691723,-5.526966382451944
33,12.245757761817881,-3.2619122355825114
34,4.9661444463632884,3.6290449059649887
35,-6.623946071216194,7.4581169415628
36,-4.437432414125902,-9.491937755724031
37,-8.637994545330479,-2.5704317545486575
38,2.131472412429602,4.58178517353282
39,-12.901352025690752,-8.63194769768459
40,29.080864275991637,1.0176336193183142
41,-7.055312380093735,-5.555483338604004
42,-3.9401951724268196,-0.4773111980747382
43,-8.642816076203712,-2.5712775002254444
44,-11.807477501244724,19.37885208128537
45,-5.532163234434055,3.449502092774428
46,-7.838041585006117,3.4271886034209293
47,-14.357276691724222,-5.65576630904961
48,-3.693012747508943,0.506469652069022
49,-9.779573842488983,12.427295962490836
50,-8.83582583346941,-6.553452028933042
51,1.537123125623534,-6.42403515166067
52,-10.672413409282436,-3.609970027486447
53,14.154470228721914,5.776632165121141
54,-0.6337311761150615,9.526134317278814
55,-14.167259629187527,6.375076319972498
56,-11.218224917031334,14.403875276256507
57,22.351306591989864,-3.0579490697639784
58,-12.309699497673968,-5.616551969789744
59,34.33858900440404,-7.854054404603792
60,10.908057728247437,8.696485803055618
61,-1.9003153593436524,-7.486008068462329
62,-13.799235184905973,-8.63095377740405
63,-8.148016522424067,-1.5470300962026662
64,23.104716468100513,-2.0505482848122956
65,-2.8086477413565767,9.4956881071597
66,3.0136668378014067,5.580671328312634
67,30.156562757357953,-1.9911705504673678
68,-5.987126928918432,-0.5164123210057647
69,-6.146801796459376,1.4919479102599122
70,-1.7126769665707184,4.5444173176296605
71,-8.626437801816532,-11.56098818115381
72,29.804740656081638,-12.014026601971844
73,-7.923913495837875,-7.55461712721712
74,-12.325576359258111,-4.616704894253315
75,-12.389162420390017,-8.607281940254408
76,4.44489166958324,3.6620308670209765
77,18.55889320909967,1.8958135370457199
78,-5.18599783854725,-2.508537216143956
79,1.149105574923154,-6.398783126682289
80,13.231239401303911,-1.2141396734198124
81,26.2913693298371,-9.019549266418895
82,-10.35503214216574,8.412108828424502
83,10.451595203716687,4.730308479202818
84,-9.31615365413174,-8.577792982352397
85,6.914345804667387,1.6766683857203335
86,10.029639019800415,6.754871399753775
87,-12.323110412654922,3.373679216234464
88,-3.331861727760361,1.5383784937405351
89,-3.1508206034202586,6.521085641140617
90,-13.062248669609483,-6.623801778453137
91,-5.839857518222068,-1.5243165569483195
92,11.306406175011576,6.7862648270456924
93,-1.309708995464888,-4.470795848424263
94,-8.716739678067025,18.40881885759824
95,-8.411455080062943,-8.577591409375822
96,-7.281668427401171,0.45170848960353965
97,-12.4022905838559,0.38299884326855377
98,10.628985657545762,1.7224237034619219
99,8.259471840236534,5.699476060170542
100,18.945899048537196,-6.119567510713972
101,0.5289232156664232,0.576032358321747
102,-4.192830829772908,15.520486554774251
103,23.663499054941145,2.964345798135571
104,-10.866849013774608,0.39755689397423943
105,-1.3584217076408287,-9.46139599630885
106,-2.1237066185281193,6.511655372121887
107,20.13577424391708,15.892279531128224
108,-4.829850899207003,-0.5341155934301535
109,-5.872879127508514,0.4751551939717048
110,-3.0874980900781144,2.521664899862055
111,-6.869921307883554,-1.5154037137631335
112,-1.6511940319443097,-7.445277662822607
113,-10.179478763952211,-2.586049747420803
114,1.7467834682288483,-11.431523537763823
115,-13.909627028653611,-1.6318933597810503
116,-9.606417707365479,-6.56123467254552
117,3.420244137852328,-12.367250830721618
118,-7.857852362649296,-3.563605928340789
119,-1.473355885471736,-10.453083908709038
120,-9.540680264554323,-2.57028025226182
121,-1.617843827198644,-1.4547402164385106
122,-5.565550392843078,-2.5410418356590116
123,1.8214837079605943,-0.3924359409719028
124,-4.768587690018585,11.505247050139927
125,-9.44100112552309,-0.5786361902685346
126,-10.72286403050859,-8.600875022338627
127,-7.855004693266875,4.426845140214617
128,-6.917798876166744,1.4840941894165465
129,-7.055945862055411,-5.555594457799235
130,-12.34130985248522,-3.616832670445241
131,11.379253025419828,-5.260678297883077
132,5.521908595416483,-7.336493592472119
133,-2.333455190791191,-4.460774834776799
134,31.461324531252323,4.0890623899804694
135,4.4858961343795745,-6.385233659131575
136,-5.4743592415275275,7.4983063962274406
137,-12.959868424299161,3.358267643432833
138,-6.740037601218479,-1.523725540519051
139,11.940301971870895,-0.24538667235113168
140,0.20065480517134257,-3.398763164061708
141,-2.9646781094316332,18.55124863133325
142,-11.044969845891204,3.405313553916371
143,-7.21814988179138,-3.5476778656164805
144,19.156531810319457,-3.136933766268315
145,-6.36901253495858,-8.539277739895322
146,15.705063212639903,-4.142126216720348
147,8.159388351717753,3.7077610711542848
148,-11.379299334409627,-7.617106153894026
149,12.116181607121094,-3.2535364610754725
150,-11.699892289210577,4.389347793532529
151,8.532670456833417,-3.307395220593313
152,6.935007175278345,8.667612120161474
153,-3.308664377086797,-7.509377542852235
154,20.643718669688834,-8.112895525320518
155,38.91987887229818,-5.809507541210794
156,30.632884432034498,0.03246768409834246
